name,parameter_or_buffer,tensor_category,source_dtype,reload_dtype,exact_source_cast,exact_after_fp16_quantization,max_abs_diff,mean_abs_diff,allclose_fp16_tolerance
4.m.0.cv1.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,0.00013148784637451172,5.46423252671957e-05,true
4.m.0.cv1.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,2.893805503845215e-05,9.770737960934639e-06,true
4.m.0.cv1.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
4.m.0.cv2.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
4.m.0.cv2.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
4.m.0.cv2.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
4.m.0.cv2.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,0.00023066997528076172,2.8775830287486315e-05,true
4.m.0.cv2.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,1.5042722225189209e-05,4.9390364438295364e-06,true
4.m.0.cv2.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
5.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
5.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
5.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
5.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,0.0002313852310180664,2.5241329467462492e-05,true
5.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,5.88148832321167e-05,4.871537385042757e-06,true
5.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
6.cv1.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
6.cv1.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
6.cv1.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
6.cv1.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,0.00011831521987915039,2.4981382011901587e-05,true
6.cv1.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,1.1965632438659668e-05,3.014491085195914e-06,true
6.cv1.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
6.cv2.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
6.cv2.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
6.cv2.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
6.cv2.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,0.00010988116264343262,1.864171923671165e-05,true
6.cv2.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,2.407282590866089e-05,7.020498742349446e-06,true
6.cv2.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
6.m.0.cv1.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
6.m.0.cv1.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
6.m.0.cv1.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
6.m.0.cv1.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,4.774332046508789e-05,1.1830328730866313e-05,true
6.m.0.cv1.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,8.568167686462402e-06,3.108027158305049e-06,true
6.m.0.cv1.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
6.m.0.cv2.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
6.m.0.cv2.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
6.m.0.cv2.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
6.m.0.cv2.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,2.7485191822052002e-05,6.393349394784309e-06,true
6.m.0.cv2.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,2.775341272354126e-06,1.0355943231843412e-06,true
6.m.0.cv2.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
6.m.0.cv3.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
6.m.0.cv3.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
6.m.0.cv3.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
6.m.0.cv3.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,0.00024336576461791992,5.662906187353656e-05,true
6.m.0.cv3.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,2.8684735298156738e-05,1.1654832633212209e-05,true
6.m.0.cv3.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
6.m.0.m.0.cv1.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
6.m.0.m.0.cv1.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
6.m.0.m.0.cv1.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
6.m.0.m.0.cv1.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,0.00010952353477478027,3.337662201374769e-05,true
6.m.0.m.0.cv1.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,1.4778226613998413e-05,3.7499412428587675e-06,true
6.m.0.m.0.cv1.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
6.m.0.m.0.cv2.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
6.m.0.m.0.cv2.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
6.m.0.m.0.cv2.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
6.m.0.m.0.cv2.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,5.885958671569824e-05,1.4264136552810669e-05,true
6.m.0.m.0.cv2.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,7.5511634349823e-06,2.9383518267422915e-06,true
6.m.0.m.0.cv2.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
6.m.0.m.1.cv1.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
6.m.0.m.1.cv1.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
6.m.0.m.1.cv1.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
6.m.0.m.1.cv1.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,0.00023406744003295898,5.450062053569127e-05,true
6.m.0.m.1.cv1.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,2.397596836090088e-05,9.171897545456886e-06,true
6.m.0.m.1.cv1.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
6.m.0.m.1.cv2.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
6.m.0.m.1.cv2.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
6.m.0.m.1.cv2.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
6.m.0.m.1.cv2.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,5.882978439331055e-05,1.264996615191194e-05,true
6.m.0.m.1.cv2.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,7.241964340209961e-06,2.780929207801819e-06,true
6.m.0.m.1.cv2.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
7.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
7.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
7.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
7.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,0.00011038780212402344,1.937882274205549e-05,true
7.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,3.281235694885254e-05,6.349066097754985e-06,true
7.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
8.cv1.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
8.cv1.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
8.cv1.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
8.cv1.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,9.608268737792969e-05,1.0208336732375756e-05,true
8.cv1.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,1.2356787919998169e-05,2.352591764065437e-06,true
8.cv1.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
8.cv2.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
8.cv2.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
8.cv2.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
8.cv2.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,0.0002123713493347168,9.388918442709837e-06,true
8.cv2.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,4.203617572784424e-05,7.640788680873811e-06,true
8.cv2.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
8.m.0.cv1.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
8.m.0.cv1.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
8.m.0.cv1.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
8.m.0.cv1.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,3.287196159362793e-05,7.178277883213013e-06,true
8.m.0.cv1.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,7.890164852142334e-06,2.4729379219934344e-06,true
8.m.0.cv1.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
8.m.0.cv2.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
8.m.0.cv2.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
8.m.0.cv2.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
8.m.0.cv2.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,2.5413930416107178e-05,4.113901923119556e-06,true
8.m.0.cv2.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,2.250075340270996e-06,7.999587978702039e-07,true
8.m.0.cv2.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
8.m.0.cv3.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
8.m.0.cv3.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
8.m.0.cv3.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
8.m.0.cv3.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,0.00024312734603881836,5.1546883696573786e-05,true
8.m.0.cv3.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,8.147954940795898e-05,1.742650056257844e-05,true
8.m.0.cv3.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
8.m.0.m.0.cv1.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
8.m.0.m.0.cv1.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
8.m.0.m.0.cv1.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
8.m.0.m.0.cv1.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,0.00011160969734191895,2.6861089281737804e-05,true
8.m.0.m.0.cv1.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,1.4841556549072266e-05,4.562927642837167e-06,true
8.m.0.m.0.cv1.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
8.m.0.m.0.cv2.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
8.m.0.m.0.cv2.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
8.m.0.m.0.cv2.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
8.m.0.m.0.cv2.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,6.872415542602539e-05,1.0631265467964113e-05,true
8.m.0.m.0.cv2.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,1.5966594219207764e-05,5.635956767946482e-06,true
8.m.0.m.0.cv2.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
8.m.0.m.1.cv1.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
8.m.0.m.1.cv1.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
8.m.0.m.1.cv1.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
8.m.0.m.1.cv1.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,0.00017118453979492188,4.270838689990342e-05,true
8.m.0.m.1.cv1.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,0.00010648369789123535,1.8713821191340685e-05,true
8.m.0.m.1.cv1.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
8.m.0.m.1.cv2.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
8.m.0.m.1.cv2.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
8.m.0.m.1.cv2.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
8.m.0.m.1.cv2.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,6.943941116333008e-05,1.040149572872906e-05,true
8.m.0.m.1.cv2.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,2.9906630516052246e-05,7.49208265915513e-06,true
8.m.0.m.1.cv2.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
9.cv1.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
9.cv1.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
9.cv1.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
9.cv1.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,0.0001990795135498047,2.171209985135647e-05,true
9.cv1.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,3.0368566513061523e-05,7.844690117053688e-06,true
9.cv1.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
9.cv2.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
9.cv2.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
9.cv2.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
9.cv2.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,0.0013899803161621094,0.00013583360305347014,true
9.cv2.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,6.073713302612305e-05,1.6324353055097163e-05,true
9.cv2.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
10.cv1.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
10.cv1.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
10.cv1.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
10.cv1.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,0.00010383129119873047,1.8317926333111245e-05,true
10.cv1.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,1.5042722225189209e-05,1.7505435607745312e-06,true
10.cv1.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
10.cv2.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
10.cv2.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
10.cv2.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
10.cv2.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,0.0002124309539794922,1.5378558373413398e-05,true
10.cv2.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,0.00012156367301940918,1.510044967290014e-05,true
10.cv2.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
10.m.0.attn.qkv.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
10.m.0.attn.qkv.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
10.m.0.attn.qkv.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
10.m.0.attn.qkv.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,0.0006208419799804688,2.361909564729814e-05,true
10.m.0.attn.qkv.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,0.00012072920799255371,9.287763543606784e-06,true
10.m.0.attn.qkv.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
10.m.0.attn.proj.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
10.m.0.attn.proj.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
10.m.0.attn.proj.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
10.m.0.attn.proj.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,2.975761890411377e-05,8.37842662804178e-06,true
10.m.0.attn.proj.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,1.7039477825164795e-05,2.939606929430738e-06,true
10.m.0.attn.proj.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
10.m.0.attn.pe.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
10.m.0.attn.pe.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
10.m.0.attn.pe.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
10.m.0.attn.pe.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,6.073713302612305e-05,4.6507882842661274e-06,true
10.m.0.attn.pe.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,5.0961971282958984e-05,6.178188186822808e-06,true
10.m.0.attn.pe.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
10.m.0.ffn.0.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
10.m.0.ffn.0.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
10.m.0.ffn.0.bn.bias,parameter,bn_bias,torch.float32,torch.float32,true,true,0.0,0.0,true
10.m.0.ffn.0.bn.running_mean,buffer,bn_running_mean,torch.float32,torch.float32,false,true,0.00010138750076293945,1.4889897954617481e-05,true
10.m.0.ffn.0.bn.running_var,buffer,bn_running_var,torch.float32,torch.float32,false,true,2.765655517578125e-05,6.790716724935919e-06,true
10.m.0.ffn.0.bn.num_batches_tracked,buffer,bn_num_batches_tracked,torch.int64,torch.int64,true,true,0.0,0.0,true
10.m.0.ffn.1.conv.weight,parameter,conv_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
10.m.0.ffn.1.bn.weight,parameter,bn_weight,torch.float32,torch.float32,true,true,0.0,0.0,true
