review_group,selection_order,edit_id,source_id,class,family,changed_ratio,component_count,candidate_type,human_label,comment
weak_change,51,seed01_edit01,961,Dent,C_elongated_ribbon,0.00035888671875,22,WEAK_CHANGE_CANDIDATE,,
weak_change,52,seed01_edit02,966,Dent,C_elongated_ribbon,3.173828125e-05,2,WEAK_CHANGE_CANDIDATE,,
weak_change,53,seed42_edit00,84,Material missing,D_irregular_boundary,0.00016845703125,1,WEAK_CHANGE_CANDIDATE,,
weak_change,54,seed42_edit01,168,Burn,C_elongated_ribbon,0.000361328125,1,WEAK_CHANGE_CANDIDATE,,
weak_change,55,seed42_edit00,252,Burn,C_elongated_ribbon,0.000390625,13,WEAK_CHANGE_CANDIDATE,,
weak_change,56,seed42_edit01,332,Material missing,C_elongated_ribbon,0.0002587890625,23,WEAK_CHANGE_CANDIDATE,,
weak_change,57,seed42_edit00,355,Burn,C_elongated_ribbon,0.0004931640625,24,WEAK_CHANGE_CANDIDATE,,
weak_change,58,seed42_edit01,435,Tip curl,C_elongated_ribbon,0.00041015625,36,WEAK_CHANGE_CANDIDATE,,
weak_change,59,seed42_edit00,458,Tip curl,C_elongated_ribbon,0.00034912109375,36,WEAK_CHANGE_CANDIDATE,,
weak_change,60,seed42_edit01,459,Tip curl,C_elongated_ribbon,8.544921875e-05,7,WEAK_CHANGE_CANDIDATE,,
weak_change,61,seed42_edit00,478,Crack,C_elongated_ribbon,0.0003125,3,WEAK_CHANGE_CANDIDATE,,
weak_change,62,seed42_edit02,478,Crack,C_elongated_ribbon,0.0001220703125,18,WEAK_CHANGE_CANDIDATE,,
weak_change,63,seed42_edit01,486,Crack,C_elongated_ribbon,0.00038818359375,30,WEAK_CHANGE_CANDIDATE,,
weak_change,64,seed42_edit00,510,Crack,C_elongated_ribbon,0.00025390625,1,WEAK_CHANGE_CANDIDATE,,
weak_change,65,seed42_edit01,520,Crack,C_elongated_ribbon,0.00018798828125,25,WEAK_CHANGE_CANDIDATE,,
weak_change,66,seed42_edit01,558,Burn,D_irregular_boundary,0.00040771484375,23,WEAK_CHANGE_CANDIDATE,,
weak_change,67,seed42_edit01,588,Burn,C_elongated_ribbon,0.00026611328125,5,WEAK_CHANGE_CANDIDATE,,
weak_change,68,seed42_edit01,590,Burn,C_elongated_ribbon,0.00017578125,1,WEAK_CHANGE_CANDIDATE,,
weak_change,69,seed42_edit01,632,Burn,C_elongated_ribbon,0.000390625,5,WEAK_CHANGE_CANDIDATE,,
weak_change,70,seed42_edit02,633,Burn,C_elongated_ribbon,0.00031494140625,1,WEAK_CHANGE_CANDIDATE,,
weak_change,71,seed42_edit02,641,Material missing,C_elongated_ribbon,0.000146484375,4,WEAK_CHANGE_CANDIDATE,,
weak_change,72,seed42_edit01,655,Material missing,C_elongated_ribbon,3.90625e-05,2,WEAK_CHANGE_CANDIDATE,,
weak_change,73,seed42_edit01,672,Material missing,C_elongated_ribbon,3.90625e-05,9,WEAK_CHANGE_CANDIDATE,,
weak_change,74,seed42_edit00,678,Material missing,C_elongated_ribbon,0.0003173828125,11,WEAK_CHANGE_CANDIDATE,,
weak_change,75,seed42_edit00,690,Material missing,C_elongated_ribbon,0.00049072265625,4,WEAK_CHANGE_CANDIDATE,,
weak_change,76,seed42_edit01,696,Material missing,C_elongated_ribbon,7.8125e-05,19,WEAK_CHANGE_CANDIDATE,,
weak_change,77,seed42_edit00,742,Material missing,C_elongated_ribbon,0.00044677734375,17,WEAK_CHANGE_CANDIDATE,,
weak_change,78,seed42_edit00,746,Material missing,C_elongated_ribbon,0.00021728515625,5,WEAK_CHANGE_CANDIDATE,,
weak_change,79,seed42_edit01,788,Tears,C_elongated_ribbon,0.00010498046875,8,WEAK_CHANGE_CANDIDATE,,
weak_change,80,seed42_edit00,790,Tears,C_elongated_ribbon,0.000439453125,2,WEAK_CHANGE_CANDIDATE,,
weak_change,81,seed42_edit00,797,Tears,C_elongated_ribbon,8.544921875e-05,7,WEAK_CHANGE_CANDIDATE,,
weak_change,82,seed42_edit00,812,Tears,C_elongated_ribbon,0.00022216796875,21,WEAK_CHANGE_CANDIDATE,,
weak_change,83,seed42_edit00,816,Tears,C_elongated_ribbon,0.0004296875,17,WEAK_CHANGE_CANDIDATE,,
weak_change,84,seed42_edit02,816,Tears,C_elongated_ribbon,8.30078125e-05,9,WEAK_CHANGE_CANDIDATE,,
weak_change,85,seed42_edit00,847,Dent,C_elongated_ribbon,0.0001416015625,16,WEAK_CHANGE_CANDIDATE,,
weak_change,86,seed42_edit01,859,Dent,C_elongated_ribbon,0.0004248046875,9,WEAK_CHANGE_CANDIDATE,,
weak_change,87,seed42_edit00,871,Dent,C_elongated_ribbon,0.00027099609375,2,WEAK_CHANGE_CANDIDATE,,
weak_change,88,seed42_edit00,900,Dent,C_elongated_ribbon,0.0003564453125,8,WEAK_CHANGE_CANDIDATE,,
weak_change,89,seed42_edit01,904,Dent,C_elongated_ribbon,0.00044189453125,23,WEAK_CHANGE_CANDIDATE,,
weak_change,90,seed42_edit02,930,Dent,C_elongated_ribbon,0.00015380859375,13,WEAK_CHANGE_CANDIDATE,,
weak_change,91,seed42_edit00,934,Dent,D_irregular_boundary,0.0003466796875,12,WEAK_CHANGE_CANDIDATE,,
weak_change,92,seed42_edit00,935,Dent,C_elongated_ribbon,0.00016357421875,24,WEAK_CHANGE_CANDIDATE,,
weak_change,93,seed42_edit00,953,Dent,D_irregular_boundary,0.0003515625,2,WEAK_CHANGE_CANDIDATE,,
weak_change,94,seed42_edit01,959,Dent,C_elongated_ribbon,5.37109375e-05,6,WEAK_CHANGE_CANDIDATE,,
weak_change,95,seed42_edit00,977,Dent,C_elongated_ribbon,9.033203125e-05,12,WEAK_CHANGE_CANDIDATE,,
weak_change,96,seed42_edit01,1008,Dent,C_elongated_ribbon,2.9296875e-05,7,WEAK_CHANGE_CANDIDATE,,
