review_group,selection_order,edit_id,source_id,class,family,changed_ratio,component_count,candidate_type,human_label,comment
D_noise,23,seed42_edit00,307,corrosion,D_irregular_boundary,0.06947509765625,63,NOISE_PATTERN_CANDIDATE,,
D_noise,24,seed00_edit01,136,Burn|corrosion,D_irregular_boundary,0.015869140625,170,NOISE_PATTERN_CANDIDATE,,
D_noise,25,seed42_edit02,79,Burn,D_irregular_boundary,0.0723974609375,32,NOISE_PATTERN_CANDIDATE,,
D_noise,26,seed00_edit02,817,Tears,D_irregular_boundary,0.03738037109375,70,NOISE_PATTERN_CANDIDATE,,
D_noise,27,seed42_edit00,688,Material missing,D_irregular_boundary,0.05662109375,61,NOISE_PATTERN_CANDIDATE,,
D_noise,28,seed42_edit00,486,Crack,D_irregular_boundary,0.04396728515625,211,NOISE_PATTERN_CANDIDATE,,
D_noise,29,seed42_edit00,640,Material missing,D_irregular_boundary,0.04845947265625,223,NOISE_PATTERN_CANDIDATE,,
D_noise,30,seed42_edit00,954,Dent,D_irregular_boundary,0.0097412109375,283,NOISE_PATTERN_CANDIDATE,,
D_noise,31,seed01_edit00,633,Burn,D_irregular_boundary,0.02074951171875,135,NOISE_PATTERN_CANDIDATE,,
D_noise,32,seed00_edit01,883,Dent,D_irregular_boundary,0.038740234375,194,NOISE_PATTERN_CANDIDATE,,
D_noise,33,seed01_edit01,716,Material missing,D_irregular_boundary,0.0052978515625,32,NOISE_PATTERN_CANDIDATE,,
D_noise,34,seed42_edit01,235,corrosion,D_irregular_boundary,0.031201171875,30,NOISE_PATTERN_CANDIDATE,,
D_noise,35,seed01_edit00,2,corrosion,D_irregular_boundary,0.03376953125,54,NOISE_PATTERN_CANDIDATE,,
D_noise,36,seed00_edit00,53,corrosion,D_irregular_boundary,0.03994873046875,87,NOISE_PATTERN_CANDIDATE,,
D_noise,37,seed42_edit01,807,Tears,D_irregular_boundary,0.0455322265625,74,NOISE_PATTERN_CANDIDATE,,
D_noise,38,seed00_edit02,702,Material missing,D_irregular_boundary,0.04126953125,134,NOISE_PATTERN_CANDIDATE,,
D_noise,39,seed42_edit00,620,Burn,D_irregular_boundary,0.03975830078125,304,NOISE_PATTERN_CANDIDATE,,
D_noise,40,seed42_edit01,943,Dent,D_irregular_boundary,0.00708740234375,72,NOISE_PATTERN_CANDIDATE,,
D_noise,41,seed01_edit01,315,Burn|Material missing|corrosion,D_irregular_boundary,0.04441162109375,20,NOISE_PATTERN_CANDIDATE,,
D_noise,42,seed42_edit02,886,Dent,D_irregular_boundary,0.01363525390625,130,NOISE_PATTERN_CANDIDATE,,
D_noise,43,seed00_edit01,682,Material missing,D_irregular_boundary,0.02444580078125,277,NOISE_PATTERN_CANDIDATE,,
D_noise,44,seed00_edit00,872,Dent,D_irregular_boundary,0.05030029296875,65,NOISE_PATTERN_CANDIDATE,,
D_noise,45,seed42_edit00,815,Tears,D_irregular_boundary,0.032412109375,253,NOISE_PATTERN_CANDIDATE,,
D_noise,46,seed01_edit00,300,Dent|corrosion,D_irregular_boundary,0.03192138671875,130,NOISE_PATTERN_CANDIDATE,,
D_noise,47,seed42_edit00,970,Dent,D_irregular_boundary,0.02607177734375,122,NOISE_PATTERN_CANDIDATE,,
D_noise,48,seed42_edit00,919,Dent,D_irregular_boundary,0.00974365234375,158,NOISE_PATTERN_CANDIDATE,,
D_noise,49,seed01_edit00,497,Crack,D_irregular_boundary,0.0228369140625,100,NOISE_PATTERN_CANDIDATE,,
D_noise,50,seed00_edit01,459,Tip curl,D_irregular_boundary,0.0098046875,44,NOISE_PATTERN_CANDIDATE,,
D_noise,51,seed01_edit02,398,Material missing|corrosion,D_irregular_boundary,0.02992919921875,253,NOISE_PATTERN_CANDIDATE,,
D_noise,52,seed01_edit02,326,corrosion,D_irregular_boundary,0.0564208984375,141,NOISE_PATTERN_CANDIDATE,,
D_noise,53,seed42_edit01,319,corrosion,D_irregular_boundary,0.02104736328125,48,NOISE_PATTERN_CANDIDATE,,
D_noise,54,seed00_edit01,953,Dent,D_irregular_boundary,0.0330810546875,107,NOISE_PATTERN_CANDIDATE,,
D_noise,55,seed00_edit00,306,corrosion,D_irregular_boundary,0.0705322265625,22,NOISE_PATTERN_CANDIDATE,,
D_noise,56,seed42_edit00,740,Material missing,D_irregular_boundary,0.04821533203125,275,NOISE_PATTERN_CANDIDATE,,
D_noise,57,seed01_edit02,733,Material missing,D_irregular_boundary,0.04513671875,37,NOISE_PATTERN_CANDIDATE,,
D_noise,58,seed01_edit01,999,Dent,D_irregular_boundary,0.01528076171875,185,NOISE_PATTERN_CANDIDATE,,
D_noise,59,seed00_edit02,534,Crack,D_irregular_boundary,0.00873779296875,33,NOISE_PATTERN_CANDIDATE,,
D_noise,60,seed01_edit01,495,Crack,D_irregular_boundary,0.02197021484375,70,NOISE_PATTERN_CANDIDATE,,
D_noise,61,seed00_edit00,435,Tip curl,D_irregular_boundary,0.00881103515625,92,NOISE_PATTERN_CANDIDATE,,
D_noise,62,seed42_edit00,49,corrosion,D_irregular_boundary,0.01913818359375,235,NOISE_PATTERN_CANDIDATE,,
D_noise,63,seed01_edit01,86,Crack,D_irregular_boundary,0.01291015625,34,NOISE_PATTERN_CANDIDATE,,
D_noise,64,seed42_edit00,415,corrosion,D_irregular_boundary,0.07576416015625,21,NOISE_PATTERN_CANDIDATE,,
D_noise,65,seed42_edit01,366,corrosion,D_irregular_boundary,0.03013671875,430,NOISE_PATTERN_CANDIDATE,,
D_noise,66,seed01_edit00,441,Tip curl,D_irregular_boundary,0.0564501953125,165,NOISE_PATTERN_CANDIDATE,,
D_noise,67,seed42_edit02,179,Burn,D_irregular_boundary,0.053271484375,70,NOISE_PATTERN_CANDIDATE,,
D_noise,68,seed00_edit02,800,Tears,D_irregular_boundary,0.06351806640625,80,NOISE_PATTERN_CANDIDATE,,
D_noise,69,seed42_edit01,653,Material missing,D_irregular_boundary,0.0274169921875,158,NOISE_PATTERN_CANDIDATE,,
D_noise,70,seed00_edit02,369,corrosion,D_irregular_boundary,0.0655224609375,126,NOISE_PATTERN_CANDIDATE,,
D_noise,71,seed00_edit01,313,Burn|Material missing|corrosion,D_irregular_boundary,0.06470947265625,43,NOISE_PATTERN_CANDIDATE,,
D_noise,72,seed42_edit00,508,Crack,D_irregular_boundary,0.04805419921875,149,NOISE_PATTERN_CANDIDATE,,
D_noise,73,seed00_edit01,890,Dent,D_irregular_boundary,0.01486083984375,99,NOISE_PATTERN_CANDIDATE,,
D_noise,74,seed01_edit01,85,Dent|Material missing,D_irregular_boundary,0.01473388671875,32,NOISE_PATTERN_CANDIDATE,,
D_noise,75,seed42_edit00,761,Material missing,D_irregular_boundary,0.00141845703125,55,NOISE_PATTERN_CANDIDATE,,
D_noise,76,seed42_edit00,918,Dent,D_irregular_boundary,0.00274658203125,109,NOISE_PATTERN_CANDIDATE,,
D_noise,77,seed00_edit01,468,Crack,D_irregular_boundary,0.051279296875,36,NOISE_PATTERN_CANDIDATE,,
D_noise,78,seed42_edit00,826,Tears,D_irregular_boundary,0.02431396484375,167,NOISE_PATTERN_CANDIDATE,,
D_noise,79,seed42_edit00,856,Dent,D_irregular_boundary,0.01936767578125,102,NOISE_PATTERN_CANDIDATE,,
D_noise,80,seed01_edit00,721,Material missing,D_irregular_boundary,0.0398828125,379,NOISE_PATTERN_CANDIDATE,,
D_noise,81,seed42_edit02,458,Tip curl,D_irregular_boundary,0.02328125,49,NOISE_PATTERN_CANDIDATE,,
D_noise,82,seed01_edit00,442,Tip curl,D_irregular_boundary,0.0457568359375,82,NOISE_PATTERN_CANDIDATE,,
D_noise,83,seed00_edit00,712,Material missing,D_irregular_boundary,0.02890625,325,NOISE_PATTERN_CANDIDATE,,
D_noise,84,seed01_edit00,462,Tip curl,D_irregular_boundary,0.05705078125,196,NOISE_PATTERN_CANDIDATE,,
D_noise,85,seed01_edit01,369,corrosion,D_irregular_boundary,0.0648046875,51,NOISE_PATTERN_CANDIDATE,,
D_noise,86,seed00_edit00,855,Dent,D_irregular_boundary,0.01233642578125,51,NOISE_PATTERN_CANDIDATE,,
D_noise,87,seed42_edit01,544,Crack,D_irregular_boundary,0.034541015625,262,NOISE_PATTERN_CANDIDATE,,
D_noise,88,seed00_edit01,954,Dent,D_irregular_boundary,0.0185791015625,126,NOISE_PATTERN_CANDIDATE,,
D_noise,89,seed42_edit01,569,Burn,D_irregular_boundary,0.02418701171875,89,NOISE_PATTERN_CANDIDATE,,
D_noise,90,seed42_edit00,485,Crack,D_irregular_boundary,0.067744140625,65,NOISE_PATTERN_CANDIDATE,,
D_noise,91,seed00_edit01,393,corrosion,D_irregular_boundary,0.0539306640625,36,NOISE_PATTERN_CANDIDATE,,
D_noise,92,seed42_edit00,335,Crack|Material missing,D_irregular_boundary,0.03011474609375,55,NOISE_PATTERN_CANDIDATE,,
D_noise,93,seed42_edit00,639,Material missing,D_irregular_boundary,0.0193408203125,106,NOISE_PATTERN_CANDIDATE,,
D_noise,94,seed00_edit01,731,Material missing,D_irregular_boundary,0.008564453125,34,NOISE_PATTERN_CANDIDATE,,
D_noise,95,seed01_edit00,984,Dent,D_irregular_boundary,0.01177734375,206,NOISE_PATTERN_CANDIDATE,,
D_noise,96,seed42_edit01,985,Dent,D_irregular_boundary,0.02826904296875,100,NOISE_PATTERN_CANDIDATE,,
D_noise,97,seed42_edit01,615,Burn,D_irregular_boundary,0.04078369140625,135,NOISE_PATTERN_CANDIDATE,,
D_noise,98,seed01_edit00,745,Material missing,D_irregular_boundary,0.0039306640625,49,NOISE_PATTERN_CANDIDATE,,
D_noise,99,seed42_edit00,658,Material missing,D_irregular_boundary,0.03664794921875,111,NOISE_PATTERN_CANDIDATE,,
D_noise,100,seed00_edit00,973,Dent,D_irregular_boundary,0.03764404296875,155,NOISE_PATTERN_CANDIDATE,,
