edit_id,source_id,class,family,changed_ratio,component_count,candidate_type,human_label,comment
seed00_edit00,368,corrosion,C_elongated_ribbon,0.000478515625,10,WEAK_CHANGE_CANDIDATE,,
seed00_edit02,369,corrosion,D_irregular_boundary,0.0655224609375,126,NOISE_PATTERN_CANDIDATE,,
seed00_edit01,393,corrosion,D_irregular_boundary,0.0539306640625,36,NOISE_PATTERN_CANDIDATE,,
seed00_edit01,404,corrosion,C_elongated_ribbon,9.033203125e-05,1,WEAK_CHANGE_CANDIDATE,,
seed00_edit01,410,Material missing,C_elongated_ribbon,0.00252197265625,21,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,426,corrosion,C_elongated_ribbon,0.00937255859375,43,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,435,Tip curl,D_irregular_boundary,0.00881103515625,92,NOISE_PATTERN_CANDIDATE,,
seed00_edit01,435,Tip curl,C_elongated_ribbon,0.00455810546875,81,NOISE_PATTERN_CANDIDATE,,
seed00_edit02,442,Tip curl,C_elongated_ribbon,0.00548828125,64,NOISE_PATTERN_CANDIDATE,,
seed00_edit02,443,Tip curl,C_elongated_ribbon,0.000263671875,2,WEAK_CHANGE_CANDIDATE,,
seed00_edit00,444,Tip curl,C_elongated_ribbon,0.00154296875,63,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,447,Tip curl,C_elongated_ribbon,0.00167236328125,44,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,448,Tip curl,D_irregular_boundary,0.008349609375,88,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,450,Tip curl,C_elongated_ribbon,0.00121337890625,66,NOISE_PATTERN_CANDIDATE,,
seed00_edit01,450,Tip curl,C_elongated_ribbon,0.00151123046875,23,NOISE_PATTERN_CANDIDATE,,
seed00_edit01,455,Tip curl,C_elongated_ribbon,0.00074462890625,26,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,457,Tip curl,D_irregular_boundary,0.02557373046875,178,NOISE_PATTERN_CANDIDATE,,
seed00_edit01,459,Tip curl,D_irregular_boundary,0.0098046875,44,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,463,Tip curl,C_elongated_ribbon,9.033203125e-05,10,WEAK_CHANGE_CANDIDATE,,
seed00_edit01,468,Crack,D_irregular_boundary,0.051279296875,36,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,478,Crack,D_irregular_boundary,0.04292236328125,300,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,501,Crack,D_irregular_boundary,0.021611328125,97,NOISE_PATTERN_CANDIDATE,,
seed00_edit01,524,Crack,C_elongated_ribbon,0.00193603515625,66,NOISE_PATTERN_CANDIDATE,,
seed00_edit01,531,Crack,C_elongated_ribbon,0.00011962890625,12,WEAK_CHANGE_CANDIDATE,,
seed00_edit02,534,Crack,D_irregular_boundary,0.00873779296875,33,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,580,Burn,C_elongated_ribbon,0.00583740234375,25,NOISE_PATTERN_CANDIDATE,,
seed00_edit01,580,Burn,C_elongated_ribbon,0.008203125,54,NOISE_PATTERN_CANDIDATE,,
seed00_edit02,580,Burn,D_irregular_boundary,0.0004638671875,1,WEAK_CHANGE_CANDIDATE,,
seed00_edit00,583,Burn,C_elongated_ribbon,0.0024365234375,52,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,608,Burn,D_irregular_boundary,0.00038818359375,3,WEAK_CHANGE_CANDIDATE,,
seed00_edit01,618,Burn,D_irregular_boundary,0.007744140625,48,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,621,Burn,D_irregular_boundary,0.00021728515625,2,WEAK_CHANGE_CANDIDATE,,
seed00_edit00,634,Material missing,C_elongated_ribbon,0.00025634765625,1,WEAK_CHANGE_CANDIDATE,,
seed00_edit00,658,Material missing,C_elongated_ribbon,0.00063720703125,24,NOISE_PATTERN_CANDIDATE,,
seed00_edit02,674,Material missing,C_elongated_ribbon,0.0002783203125,24,NOISE_PATTERN_CANDIDATE|WEAK_CHANGE_CANDIDATE,,
seed00_edit01,678,Material missing,C_elongated_ribbon,0.00228759765625,35,NOISE_PATTERN_CANDIDATE,,
seed00_edit01,682,Material missing,D_irregular_boundary,0.02444580078125,277,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,690,Material missing,C_elongated_ribbon,0.0016650390625,40,NOISE_PATTERN_CANDIDATE,,
seed00_edit02,702,Material missing,D_irregular_boundary,0.04126953125,134,NOISE_PATTERN_CANDIDATE,,
seed00_edit01,710,Material missing,C_elongated_ribbon,0.00343505859375,58,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,712,Material missing,D_irregular_boundary,0.02890625,325,NOISE_PATTERN_CANDIDATE,,
seed00_edit01,731,Material missing,D_irregular_boundary,0.008564453125,34,NOISE_PATTERN_CANDIDATE,,
seed00_edit02,732,Material missing,C_elongated_ribbon,0.0002978515625,5,WEAK_CHANGE_CANDIDATE,,
seed00_edit02,741,Material missing,C_elongated_ribbon,7.8125e-05,6,WEAK_CHANGE_CANDIDATE,,
seed00_edit00,758,Material missing,C_elongated_ribbon,6.103515625e-05,10,WEAK_CHANGE_CANDIDATE,,
seed00_edit00,760,Material missing,C_elongated_ribbon,0.00018798828125,38,WEAK_CHANGE_CANDIDATE,,
seed00_edit01,782,Tears,C_elongated_ribbon,7.32421875e-05,9,WEAK_CHANGE_CANDIDATE,,
seed00_edit00,795,Tears,C_elongated_ribbon,0.0001416015625,5,WEAK_CHANGE_CANDIDATE,,
seed00_edit02,800,Tears,D_irregular_boundary,0.06351806640625,80,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,812,Tears,C_elongated_ribbon,0.001650390625,50,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,813,Tears,C_elongated_ribbon,0.0019580078125,31,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,815,Tears,C_elongated_ribbon,0.00199462890625,39,NOISE_PATTERN_CANDIDATE,,
seed00_edit02,817,Tears,D_irregular_boundary,0.03738037109375,70,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,821,Tears,C_elongated_ribbon,0.006142578125,28,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,855,Dent,D_irregular_boundary,0.01233642578125,51,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,872,Dent,D_irregular_boundary,0.05030029296875,65,NOISE_PATTERN_CANDIDATE,,
seed00_edit01,875,Dent,D_irregular_boundary,0.01029296875,65,NOISE_PATTERN_CANDIDATE,,
seed00_edit01,883,Dent,D_irregular_boundary,0.038740234375,194,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,884,Dent,A_small_low_contrast,4.638671875e-05,6,WEAK_CHANGE_CANDIDATE,,
seed00_edit01,889,Dent,D_irregular_boundary,0.009716796875,55,NOISE_PATTERN_CANDIDATE,,
seed00_edit01,890,Dent,D_irregular_boundary,0.01486083984375,99,NOISE_PATTERN_CANDIDATE,,
seed00_edit01,894,Dent,D_irregular_boundary,0.0104150390625,131,NOISE_PATTERN_CANDIDATE,,
seed00_edit01,901,Dent,C_elongated_ribbon,0.00017578125,20,WEAK_CHANGE_CANDIDATE,,
seed00_edit00,916,Dent,C_elongated_ribbon,0.000283203125,1,WEAK_CHANGE_CANDIDATE,,
seed00_edit02,916,Dent,C_elongated_ribbon,0.00376953125,57,NOISE_PATTERN_CANDIDATE,,
seed00_edit01,918,Dent,D_irregular_boundary,0.019462890625,269,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,927,Dent,C_elongated_ribbon,0.0001123046875,3,WEAK_CHANGE_CANDIDATE,,
seed00_edit00,930,Dent,C_elongated_ribbon,0.00030029296875,6,WEAK_CHANGE_CANDIDATE,,
seed00_edit01,936,Dent,C_elongated_ribbon,0.00041748046875,4,WEAK_CHANGE_CANDIDATE,,
seed00_edit00,944,Dent,C_elongated_ribbon,0.0002880859375,6,WEAK_CHANGE_CANDIDATE,,
seed00_edit01,953,Dent,D_irregular_boundary,0.0330810546875,107,NOISE_PATTERN_CANDIDATE,,
seed00_edit01,954,Dent,D_irregular_boundary,0.0185791015625,126,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,964,Dent,C_elongated_ribbon,0.0013720703125,49,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,973,Dent,D_irregular_boundary,0.03764404296875,155,NOISE_PATTERN_CANDIDATE,,
seed00_edit02,977,Dent,D_irregular_boundary,0.0256689453125,93,NOISE_PATTERN_CANDIDATE,,
seed00_edit00,984,Dent,C_elongated_ribbon,0.00528564453125,24,NOISE_PATTERN_CANDIDATE,,
seed00_edit02,997,Dent,C_elongated_ribbon,0.001298828125,24,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,2,corrosion,D_irregular_boundary,0.03376953125,54,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,9,corrosion,C_elongated_ribbon,0.00272705078125,79,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,52,corrosion,C_elongated_ribbon,0.00191650390625,71,NOISE_PATTERN_CANDIDATE,,
seed01_edit01,80,corrosion,C_elongated_ribbon,0.008671875,37,NOISE_PATTERN_CANDIDATE,,
seed01_edit01,85,Dent|Material missing,D_irregular_boundary,0.01473388671875,32,NOISE_PATTERN_CANDIDATE,,
seed01_edit01,86,Crack,D_irregular_boundary,0.01291015625,34,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,100,Material missing,C_elongated_ribbon,0.004326171875,27,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,149,Material missing,C_elongated_ribbon,0.0092578125,158,NOISE_PATTERN_CANDIDATE,,
seed01_edit02,149,Material missing,C_elongated_ribbon,0.0029541015625,79,NOISE_PATTERN_CANDIDATE,,
seed01_edit02,223,corrosion,C_elongated_ribbon,0.00235107421875,44,NOISE_PATTERN_CANDIDATE,,
seed01_edit01,234,corrosion,C_elongated_ribbon,0.00951416015625,75,NOISE_PATTERN_CANDIDATE,,
seed01_edit01,252,Burn,C_elongated_ribbon,0.000458984375,1,WEAK_CHANGE_CANDIDATE,,
seed01_edit01,284,Material missing|corrosion,C_elongated_ribbon,0.00561279296875,41,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,288,Material missing,C_elongated_ribbon,0.00565185546875,57,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,300,Dent|corrosion,D_irregular_boundary,0.03192138671875,130,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,305,Burn|Material missing,C_elongated_ribbon,0.00545166015625,121,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,314,corrosion,C_elongated_ribbon,0.00449951171875,82,NOISE_PATTERN_CANDIDATE,,
seed01_edit01,315,Burn|Material missing|corrosion,D_irregular_boundary,0.04441162109375,20,NOISE_PATTERN_CANDIDATE,,
seed01_edit02,326,corrosion,D_irregular_boundary,0.0564208984375,141,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,336,Burn,C_elongated_ribbon,0.0022412109375,21,NOISE_PATTERN_CANDIDATE,,
seed01_edit01,369,corrosion,D_irregular_boundary,0.0648046875,51,NOISE_PATTERN_CANDIDATE,,
seed01_edit02,398,Material missing|corrosion,D_irregular_boundary,0.02992919921875,253,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,441,Tip curl,D_irregular_boundary,0.0564501953125,165,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,442,Tip curl,D_irregular_boundary,0.0457568359375,82,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,461,Tip curl,C_elongated_ribbon,0.0003125,1,WEAK_CHANGE_CANDIDATE,,
seed01_edit00,462,Tip curl,D_irregular_boundary,0.05705078125,196,NOISE_PATTERN_CANDIDATE,,
seed01_edit01,462,Tip curl,C_elongated_ribbon,0.00115234375,58,NOISE_PATTERN_CANDIDATE,,
seed01_edit01,480,Crack,C_elongated_ribbon,6.591796875e-05,10,WEAK_CHANGE_CANDIDATE,,
seed01_edit01,485,Crack,C_elongated_ribbon,0.000380859375,20,NOISE_PATTERN_CANDIDATE|WEAK_CHANGE_CANDIDATE,,
seed01_edit00,487,Crack,C_elongated_ribbon,0.00028076171875,13,WEAK_CHANGE_CANDIDATE,,
seed01_edit01,495,Crack,D_irregular_boundary,0.02197021484375,70,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,497,Crack,D_irregular_boundary,0.0228369140625,100,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,514,Crack,C_elongated_ribbon,0.00011474609375,14,WEAK_CHANGE_CANDIDATE,,
seed01_edit00,528,Crack,C_elongated_ribbon,0.00038330078125,8,WEAK_CHANGE_CANDIDATE,,
seed01_edit00,542,Crack,C_elongated_ribbon,0.00335693359375,68,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,544,Crack,C_elongated_ribbon,4.39453125e-05,7,WEAK_CHANGE_CANDIDATE,,
seed01_edit00,547,Crack,C_elongated_ribbon,0.0005615234375,26,NOISE_PATTERN_CANDIDATE,,
seed01_edit02,556,Burn,C_elongated_ribbon,0.000390625,9,WEAK_CHANGE_CANDIDATE,,
seed01_edit01,569,Burn,C_elongated_ribbon,0.00013916015625,8,WEAK_CHANGE_CANDIDATE,,
seed01_edit00,570,Burn,C_elongated_ribbon,0.00033447265625,10,WEAK_CHANGE_CANDIDATE,,
seed01_edit02,573,Burn,C_elongated_ribbon,0.00340087890625,54,NOISE_PATTERN_CANDIDATE,,
seed01_edit01,583,Burn,C_elongated_ribbon,0.00015380859375,6,WEAK_CHANGE_CANDIDATE,,
seed01_edit00,590,Burn,C_elongated_ribbon,0.001787109375,33,NOISE_PATTERN_CANDIDATE,,
seed01_edit01,613,Burn,C_elongated_ribbon,0.0001806640625,1,WEAK_CHANGE_CANDIDATE,,
seed01_edit00,616,Burn,C_elongated_ribbon,0.00029541015625,8,WEAK_CHANGE_CANDIDATE,,
seed01_edit01,628,Burn,A_small_low_contrast,0.000458984375,1,WEAK_CHANGE_CANDIDATE,,
seed01_edit00,633,Burn,D_irregular_boundary,0.02074951171875,135,NOISE_PATTERN_CANDIDATE,,
seed01_edit01,640,Material missing,C_elongated_ribbon,0.00077880859375,36,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,650,Material missing,D_irregular_boundary,0.00872314453125,30,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,654,Material missing,C_elongated_ribbon,0.00022216796875,13,WEAK_CHANGE_CANDIDATE,,
seed01_edit01,663,Material missing,C_elongated_ribbon,0.0060302734375,41,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,666,Material missing,C_elongated_ribbon,0.0001953125,21,WEAK_CHANGE_CANDIDATE,,
seed01_edit00,699,Material missing,C_elongated_ribbon,0.00666015625,145,NOISE_PATTERN_CANDIDATE,,
seed01_edit01,707,Material missing,C_elongated_ribbon,0.0030419921875,48,NOISE_PATTERN_CANDIDATE,,
seed01_edit01,716,Material missing,D_irregular_boundary,0.0052978515625,32,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,721,Material missing,D_irregular_boundary,0.0398828125,379,NOISE_PATTERN_CANDIDATE,,
seed01_edit02,733,Material missing,D_irregular_boundary,0.04513671875,37,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,744,Material missing,C_elongated_ribbon,0.00149169921875,56,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,745,Material missing,D_irregular_boundary,0.0039306640625,49,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,761,Material missing,C_elongated_ribbon,0.00036865234375,12,WEAK_CHANGE_CANDIDATE,,
seed01_edit02,784,Tears,C_elongated_ribbon,0.0014794921875,31,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,788,Tears,C_elongated_ribbon,0.00237060546875,77,NOISE_PATTERN_CANDIDATE,,
seed01_edit02,791,Tears,C_elongated_ribbon,4.150390625e-05,5,WEAK_CHANGE_CANDIDATE,,
seed01_edit01,795,Tears,C_elongated_ribbon,0.000361328125,13,WEAK_CHANGE_CANDIDATE,,
seed01_edit02,798,Tears,D_irregular_boundary,0.000361328125,3,WEAK_CHANGE_CANDIDATE,,
seed01_edit01,833,Tears,C_elongated_ribbon,0.00041748046875,1,WEAK_CHANGE_CANDIDATE,,
seed01_edit01,834,Tears,C_elongated_ribbon,0.0035107421875,29,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,860,Dent,C_elongated_ribbon,0.00043701171875,18,WEAK_CHANGE_CANDIDATE,,
seed01_edit02,861,Dent,C_elongated_ribbon,0.0004296875,13,WEAK_CHANGE_CANDIDATE,,
seed01_edit00,885,Dent,C_elongated_ribbon,6.8359375e-05,10,WEAK_CHANGE_CANDIDATE,,
seed01_edit00,899,Dent,C_elongated_ribbon,0.00150146484375,24,NOISE_PATTERN_CANDIDATE,,
seed01_edit01,903,Dent,D_irregular_boundary,0.0509912109375,115,NOISE_PATTERN_CANDIDATE,,
seed01_edit01,934,Dent,C_elongated_ribbon,0.000458984375,1,WEAK_CHANGE_CANDIDATE,,
seed01_edit01,961,Dent,C_elongated_ribbon,0.00035888671875,22,WEAK_CHANGE_CANDIDATE,,
seed01_edit02,966,Dent,C_elongated_ribbon,3.173828125e-05,2,WEAK_CHANGE_CANDIDATE,,
seed01_edit00,984,Dent,D_irregular_boundary,0.01177734375,206,NOISE_PATTERN_CANDIDATE,,
seed01_edit01,999,Dent,D_irregular_boundary,0.01528076171875,185,NOISE_PATTERN_CANDIDATE,,
seed01_edit00,1003,Dent,C_elongated_ribbon,0.00115234375,30,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,17,Crack|corrosion,D_irregular_boundary,0.0292431640625,33,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,23,corrosion,C_elongated_ribbon,0.0080712890625,71,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,49,corrosion,D_irregular_boundary,0.01913818359375,235,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,53,corrosion,C_elongated_ribbon,0.00391357421875,95,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,56,corrosion,C_elongated_ribbon,0.00708984375,25,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,76,Burn,C_elongated_ribbon,0.0017529296875,56,NOISE_PATTERN_CANDIDATE,,
seed42_edit02,79,Burn,D_irregular_boundary,0.0723974609375,32,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,84,Material missing,D_irregular_boundary,0.00016845703125,1,WEAK_CHANGE_CANDIDATE,,
seed42_edit02,107,corrosion,C_elongated_ribbon,0.00934814453125,119,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,168,Burn,C_elongated_ribbon,0.000361328125,1,WEAK_CHANGE_CANDIDATE,,
seed42_edit01,175,Material missing,C_elongated_ribbon,0.00325927734375,82,NOISE_PATTERN_CANDIDATE,,
seed42_edit02,179,Burn,D_irregular_boundary,0.053271484375,70,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,193,Crack|corrosion,C_elongated_ribbon,0.00396240234375,136,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,221,Dent|corrosion,C_elongated_ribbon,0.0035498046875,118,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,234,corrosion,C_elongated_ribbon,0.0040966796875,59,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,235,corrosion,D_irregular_boundary,0.031201171875,30,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,237,Burn|Crack,D_irregular_boundary,0.0662744140625,38,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,252,Burn,C_elongated_ribbon,0.000390625,13,WEAK_CHANGE_CANDIDATE,,
seed42_edit00,307,corrosion,D_irregular_boundary,0.06947509765625,63,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,319,corrosion,D_irregular_boundary,0.02104736328125,48,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,327,corrosion,C_elongated_ribbon,0.0041162109375,32,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,332,Material missing,C_elongated_ribbon,0.0002587890625,23,WEAK_CHANGE_CANDIDATE,,
seed42_edit00,335,Crack|Material missing,D_irregular_boundary,0.03011474609375,55,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,338,Burn,C_elongated_ribbon,0.009365234375,33,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,355,Burn,C_elongated_ribbon,0.0004931640625,24,WEAK_CHANGE_CANDIDATE,,
seed42_edit01,366,corrosion,D_irregular_boundary,0.03013671875,430,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,391,Burn|Material missing|corrosion,C_elongated_ribbon,0.00681640625,33,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,415,corrosion,D_irregular_boundary,0.07576416015625,21,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,434,Tip curl,C_elongated_ribbon,0.000908203125,30,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,435,Tip curl,C_elongated_ribbon,0.00041015625,36,WEAK_CHANGE_CANDIDATE,,
seed42_edit01,448,Tip curl,C_elongated_ribbon,0.004697265625,36,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,452,Tip curl,C_elongated_ribbon,0.0060888671875,105,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,458,Tip curl,C_elongated_ribbon,0.00034912109375,36,WEAK_CHANGE_CANDIDATE,,
seed42_edit02,458,Tip curl,D_irregular_boundary,0.02328125,49,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,459,Tip curl,C_elongated_ribbon,8.544921875e-05,7,WEAK_CHANGE_CANDIDATE,,
seed42_edit00,466,Tip curl,D_irregular_boundary,0.05056640625,199,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,478,Crack,C_elongated_ribbon,0.0003125,3,WEAK_CHANGE_CANDIDATE,,
seed42_edit02,478,Crack,C_elongated_ribbon,0.0001220703125,18,WEAK_CHANGE_CANDIDATE,,
seed42_edit00,485,Crack,D_irregular_boundary,0.067744140625,65,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,486,Crack,D_irregular_boundary,0.04396728515625,211,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,486,Crack,C_elongated_ribbon,0.00038818359375,30,WEAK_CHANGE_CANDIDATE,,
seed42_edit00,497,Crack,C_elongated_ribbon,0.001484375,59,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,508,Crack,D_irregular_boundary,0.04805419921875,149,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,510,Crack,C_elongated_ribbon,0.00025390625,1,WEAK_CHANGE_CANDIDATE,,
seed42_edit01,520,Crack,C_elongated_ribbon,0.00018798828125,25,NOISE_PATTERN_CANDIDATE|WEAK_CHANGE_CANDIDATE,,
seed42_edit00,528,Crack,C_elongated_ribbon,0.0019677734375,42,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,544,Crack,D_irregular_boundary,0.034541015625,262,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,558,Burn,D_irregular_boundary,0.00040771484375,23,NOISE_PATTERN_CANDIDATE|WEAK_CHANGE_CANDIDATE,,
seed42_edit01,569,Burn,D_irregular_boundary,0.02418701171875,89,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,588,Burn,C_elongated_ribbon,0.00026611328125,5,WEAK_CHANGE_CANDIDATE,,
seed42_edit01,590,Burn,C_elongated_ribbon,0.00017578125,1,WEAK_CHANGE_CANDIDATE,,
seed42_edit02,612,Burn,C_elongated_ribbon,0.007626953125,31,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,615,Burn,D_irregular_boundary,0.04078369140625,135,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,620,Burn,D_irregular_boundary,0.03975830078125,304,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,626,Burn,C_elongated_ribbon,0.0051220703125,63,NOISE_PATTERN_CANDIDATE,,
seed42_edit02,626,Burn,C_elongated_ribbon,0.0084521484375,70,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,630,Burn,C_elongated_ribbon,0.00108154296875,20,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,632,Burn,C_elongated_ribbon,0.000390625,5,WEAK_CHANGE_CANDIDATE,,
seed42_edit02,633,Burn,C_elongated_ribbon,0.00031494140625,1,WEAK_CHANGE_CANDIDATE,,
seed42_edit00,639,Material missing,D_irregular_boundary,0.0193408203125,106,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,640,Material missing,D_irregular_boundary,0.04845947265625,223,NOISE_PATTERN_CANDIDATE,,
seed42_edit02,641,Material missing,C_elongated_ribbon,0.000146484375,4,WEAK_CHANGE_CANDIDATE,,
seed42_edit01,653,Material missing,D_irregular_boundary,0.0274169921875,158,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,655,Material missing,C_elongated_ribbon,3.90625e-05,2,WEAK_CHANGE_CANDIDATE,,
seed42_edit00,658,Material missing,D_irregular_boundary,0.03664794921875,111,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,667,Material missing,C_elongated_ribbon,0.008486328125,41,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,672,Material missing,C_elongated_ribbon,3.90625e-05,9,WEAK_CHANGE_CANDIDATE,,
seed42_edit00,678,Material missing,C_elongated_ribbon,0.0003173828125,11,WEAK_CHANGE_CANDIDATE,,
seed42_edit00,688,Material missing,D_irregular_boundary,0.05662109375,61,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,690,Material missing,C_elongated_ribbon,0.00049072265625,4,WEAK_CHANGE_CANDIDATE,,
seed42_edit01,696,Material missing,C_elongated_ribbon,7.8125e-05,19,WEAK_CHANGE_CANDIDATE,,
