review_group,selection_order,edit_id,source_id,class,family,changed_ratio,component_count,candidate_type,human_label,comment
C_noise,17,seed42_edit00,391,Burn|Material missing|corrosion,C_elongated_ribbon,0.00681640625,33,NOISE_PATTERN_CANDIDATE,,
C_noise,18,seed00_edit00,156,Material missing,C_elongated_ribbon,0.0091650390625,23,NOISE_PATTERN_CANDIDATE,,
C_noise,19,seed42_edit02,626,Burn,C_elongated_ribbon,0.0084521484375,70,NOISE_PATTERN_CANDIDATE,,
C_noise,20,seed00_edit00,815,Tears,C_elongated_ribbon,0.00199462890625,39,NOISE_PATTERN_CANDIDATE,,
C_noise,21,seed42_edit00,920,Dent,C_elongated_ribbon,0.004794921875,50,NOISE_PATTERN_CANDIDATE,,
C_noise,22,seed42_edit01,53,corrosion,C_elongated_ribbon,0.00391357421875,95,NOISE_PATTERN_CANDIDATE,,
C_noise,23,seed00_edit02,997,Dent,C_elongated_ribbon,0.001298828125,24,NOISE_PATTERN_CANDIDATE,,
C_noise,24,seed42_edit01,175,Material missing,C_elongated_ribbon,0.00325927734375,82,NOISE_PATTERN_CANDIDATE,,
C_noise,25,seed01_edit00,288,Material missing,C_elongated_ribbon,0.00565185546875,57,NOISE_PATTERN_CANDIDATE,,
C_noise,26,seed00_edit01,52,corrosion,C_elongated_ribbon,0.000966796875,25,NOISE_PATTERN_CANDIDATE,,
C_noise,27,seed00_edit01,678,Material missing,C_elongated_ribbon,0.00228759765625,35,NOISE_PATTERN_CANDIDATE,,
C_noise,28,seed42_edit01,889,Dent,C_elongated_ribbon,0.004423828125,27,NOISE_PATTERN_CANDIDATE,,
C_noise,29,seed01_edit00,547,Crack,C_elongated_ribbon,0.0005615234375,26,NOISE_PATTERN_CANDIDATE,,
C_noise,30,seed42_edit00,732,Material missing,C_elongated_ribbon,0.0043798828125,25,NOISE_PATTERN_CANDIDATE,,
C_noise,31,seed00_edit00,658,Material missing,C_elongated_ribbon,0.00063720703125,24,NOISE_PATTERN_CANDIDATE,,
C_noise,32,seed00_edit00,964,Dent,C_elongated_ribbon,0.0013720703125,49,NOISE_PATTERN_CANDIDATE,,
C_noise,33,seed01_edit00,542,Crack,C_elongated_ribbon,0.00335693359375,68,NOISE_PATTERN_CANDIDATE,,
C_noise,34,seed42_edit00,935,Dent,C_elongated_ribbon,0.00016357421875,24,NOISE_PATTERN_CANDIDATE,,
C_noise,35,seed42_edit00,812,Tears,C_elongated_ribbon,0.00022216796875,21,NOISE_PATTERN_CANDIDATE,,
C_noise,36,seed01_edit00,788,Tears,C_elongated_ribbon,0.00237060546875,77,NOISE_PATTERN_CANDIDATE,,
C_noise,37,seed00_edit01,435,Tip curl,C_elongated_ribbon,0.00455810546875,81,NOISE_PATTERN_CANDIDATE,,
C_noise,38,seed01_edit01,663,Material missing,C_elongated_ribbon,0.0060302734375,41,NOISE_PATTERN_CANDIDATE,,
C_noise,39,seed01_edit00,590,Burn,C_elongated_ribbon,0.001787109375,33,NOISE_PATTERN_CANDIDATE,,
C_noise,40,seed01_edit02,223,corrosion,C_elongated_ribbon,0.00235107421875,44,NOISE_PATTERN_CANDIDATE,,
C_noise,41,seed00_edit02,260,Crack,C_elongated_ribbon,0.0110693359375,22,NOISE_PATTERN_CANDIDATE,,
C_noise,42,seed42_edit00,221,Dent|corrosion,C_elongated_ribbon,0.0035498046875,118,NOISE_PATTERN_CANDIDATE,,
C_noise,43,seed42_edit00,497,Crack,C_elongated_ribbon,0.001484375,59,NOISE_PATTERN_CANDIDATE,,
C_noise,44,seed00_edit01,524,Crack,C_elongated_ribbon,0.00193603515625,66,NOISE_PATTERN_CANDIDATE,,
C_noise,45,seed01_edit02,784,Tears,C_elongated_ribbon,0.0014794921875,31,NOISE_PATTERN_CANDIDATE,,
C_noise,46,seed00_edit01,362,Material missing,C_elongated_ribbon,0.00229736328125,27,NOISE_PATTERN_CANDIDATE,,
C_noise,47,seed01_edit00,336,Burn,C_elongated_ribbon,0.0022412109375,21,NOISE_PATTERN_CANDIDATE,,
C_noise,48,seed01_edit00,699,Material missing,C_elongated_ribbon,0.00666015625,145,NOISE_PATTERN_CANDIDATE,,
C_noise,49,seed00_edit00,813,Tears,C_elongated_ribbon,0.0019580078125,31,NOISE_PATTERN_CANDIDATE,,
C_noise,50,seed00_edit00,346,Burn|corrosion,C_elongated_ribbon,0.0058837890625,68,NOISE_PATTERN_CANDIDATE,,
C_noise,51,seed00_edit01,261,corrosion,C_elongated_ribbon,0.00541748046875,107,NOISE_PATTERN_CANDIDATE,,
C_noise,52,seed01_edit00,52,corrosion,C_elongated_ribbon,0.00191650390625,71,NOISE_PATTERN_CANDIDATE,,
C_noise,53,seed01_edit00,314,corrosion,C_elongated_ribbon,0.00449951171875,82,NOISE_PATTERN_CANDIDATE,,
C_noise,54,seed42_edit01,520,Crack,C_elongated_ribbon,0.00018798828125,25,NOISE_PATTERN_CANDIDATE,,
C_noise,55,seed42_edit01,787,Tears,C_elongated_ribbon,0.001875,46,NOISE_PATTERN_CANDIDATE,,
C_noise,56,seed00_edit02,442,Tip curl,C_elongated_ribbon,0.00548828125,64,NOISE_PATTERN_CANDIDATE,,
C_noise,57,seed42_edit00,630,Burn,C_elongated_ribbon,0.00108154296875,20,NOISE_PATTERN_CANDIDATE,,
C_noise,58,seed42_edit00,667,Material missing,C_elongated_ribbon,0.008486328125,41,NOISE_PATTERN_CANDIDATE,,
C_noise,59,seed42_edit01,193,Crack|corrosion,C_elongated_ribbon,0.00396240234375,136,NOISE_PATTERN_CANDIDATE,,
C_noise,60,seed01_edit01,707,Material missing,C_elongated_ribbon,0.0030419921875,48,NOISE_PATTERN_CANDIDATE,,
C_noise,61,seed00_edit00,690,Material missing,C_elongated_ribbon,0.0016650390625,40,NOISE_PATTERN_CANDIDATE,,
C_noise,62,seed01_edit00,744,Material missing,C_elongated_ribbon,0.00149169921875,56,NOISE_PATTERN_CANDIDATE,,
C_noise,63,seed01_edit01,640,Material missing,C_elongated_ribbon,0.00077880859375,36,NOISE_PATTERN_CANDIDATE,,
C_noise,64,seed00_edit02,916,Dent,C_elongated_ribbon,0.00376953125,57,NOISE_PATTERN_CANDIDATE,,
C_noise,65,seed01_edit01,234,corrosion,C_elongated_ribbon,0.00951416015625,75,NOISE_PATTERN_CANDIDATE,,
C_noise,66,seed00_edit01,354,Crack,C_elongated_ribbon,0.0039404296875,46,NOISE_PATTERN_CANDIDATE,,
C_noise,67,seed00_edit01,710,Material missing,C_elongated_ribbon,0.00343505859375,58,NOISE_PATTERN_CANDIDATE,,
C_noise,68,seed42_edit00,961,Dent,C_elongated_ribbon,0.00293212890625,41,NOISE_PATTERN_CANDIDATE,,
C_noise,69,seed42_edit00,434,Tip curl,C_elongated_ribbon,0.000908203125,30,NOISE_PATTERN_CANDIDATE,,
C_noise,70,seed01_edit01,80,corrosion,C_elongated_ribbon,0.008671875,37,NOISE_PATTERN_CANDIDATE,,
C_noise,71,seed00_edit00,812,Tears,C_elongated_ribbon,0.001650390625,50,NOISE_PATTERN_CANDIDATE,,
C_noise,72,seed00_edit01,580,Burn,C_elongated_ribbon,0.008203125,54,NOISE_PATTERN_CANDIDATE,,
C_noise,73,seed42_edit00,234,corrosion,C_elongated_ribbon,0.0040966796875,59,NOISE_PATTERN_CANDIDATE,,
C_noise,74,seed01_edit01,462,Tip curl,C_elongated_ribbon,0.00115234375,58,NOISE_PATTERN_CANDIDATE,,
C_noise,75,seed42_edit02,612,Burn,C_elongated_ribbon,0.007626953125,31,NOISE_PATTERN_CANDIDATE,,
C_noise,76,seed42_edit01,452,Tip curl,C_elongated_ribbon,0.0060888671875,105,NOISE_PATTERN_CANDIDATE,,
C_noise,77,seed00_edit00,450,Tip curl,C_elongated_ribbon,0.00121337890625,66,NOISE_PATTERN_CANDIDATE,,
C_noise,78,seed01_edit02,573,Burn,C_elongated_ribbon,0.00340087890625,54,NOISE_PATTERN_CANDIDATE,,
C_noise,79,seed42_edit00,338,Burn,C_elongated_ribbon,0.009365234375,33,NOISE_PATTERN_CANDIDATE,,
C_noise,80,seed42_edit01,56,corrosion,C_elongated_ribbon,0.00708984375,25,NOISE_PATTERN_CANDIDATE,,
C_noise,81,seed01_edit01,834,Tears,C_elongated_ribbon,0.0035107421875,29,NOISE_PATTERN_CANDIDATE,,
C_noise,82,seed01_edit00,899,Dent,C_elongated_ribbon,0.00150146484375,24,NOISE_PATTERN_CANDIDATE,,
C_noise,83,seed00_edit01,169,corrosion,C_elongated_ribbon,0.0110791015625,21,NOISE_PATTERN_CANDIDATE,,
C_noise,84,seed00_edit01,455,Tip curl,C_elongated_ribbon,0.00074462890625,26,NOISE_PATTERN_CANDIDATE,,
C_noise,85,seed42_edit01,23,corrosion,C_elongated_ribbon,0.0080712890625,71,NOISE_PATTERN_CANDIDATE,,
C_noise,86,seed00_edit01,91,corrosion,C_elongated_ribbon,0.00455810546875,130,NOISE_PATTERN_CANDIDATE,,
C_noise,87,seed01_edit00,1003,Dent,C_elongated_ribbon,0.00115234375,30,NOISE_PATTERN_CANDIDATE,,
C_noise,88,seed00_edit02,674,Material missing,C_elongated_ribbon,0.0002783203125,24,NOISE_PATTERN_CANDIDATE,,
C_noise,89,seed00_edit00,821,Tears,C_elongated_ribbon,0.006142578125,28,NOISE_PATTERN_CANDIDATE,,
C_noise,90,seed00_edit00,580,Burn,C_elongated_ribbon,0.00583740234375,25,NOISE_PATTERN_CANDIDATE,,
C_noise,91,seed42_edit00,883,Dent,C_elongated_ribbon,0.00259521484375,20,NOISE_PATTERN_CANDIDATE,,
C_noise,92,seed00_edit00,447,Tip curl,C_elongated_ribbon,0.00167236328125,44,NOISE_PATTERN_CANDIDATE,,
C_noise,93,seed01_edit00,305,Burn|Material missing,C_elongated_ribbon,0.00545166015625,121,NOISE_PATTERN_CANDIDATE,,
C_noise,94,seed42_edit02,107,corrosion,C_elongated_ribbon,0.00934814453125,119,NOISE_PATTERN_CANDIDATE,,
C_noise,95,seed42_edit01,626,Burn,C_elongated_ribbon,0.0051220703125,63,NOISE_PATTERN_CANDIDATE,,
C_noise,96,seed42_edit01,327,corrosion,C_elongated_ribbon,0.0041162109375,32,NOISE_PATTERN_CANDIDATE,,
C_noise,97,seed42_edit01,448,Tip curl,C_elongated_ribbon,0.004697265625,36,NOISE_PATTERN_CANDIDATE,,
C_noise,98,seed01_edit01,485,Crack,C_elongated_ribbon,0.000380859375,20,NOISE_PATTERN_CANDIDATE,,
C_noise,99,seed01_edit02,149,Material missing,C_elongated_ribbon,0.0029541015625,79,NOISE_PATTERN_CANDIDATE,,
C_noise,100,seed42_edit00,758,Material missing,C_elongated_ribbon,0.0025146484375,22,NOISE_PATTERN_CANDIDATE,,
