edit_id,class,family,changed_ratio,component_count,human_label,comment
seed42_141_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00384765625,1,,
seed42_541_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00303955078125,1,,
seed42_318_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.0033447265625,1,,
seed42_754_edit02,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.003935546875,1,,
seed42_6_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00306640625,1,,
seed42_59_edit01,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00306640625,1,,
seed42_8_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00361328125,1,,
seed42_780_edit01,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.0046240234375,1,,
seed42_359_edit02,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00359619140625,1,,
seed42_56_edit02,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.003818359375,1,,
seed42_228_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00466552734375,1,,
seed42_666_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.002548828125,1,,
seed42_131_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.0038671875,1,,
seed42_875_edit01,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.0022509765625,1,,
seed42_627_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00271484375,1,,
seed42_273_edit02,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00439697265625,1,,
seed42_716_edit02,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.003779296875,1,,
seed42_317_edit01,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00528076171875,1,,
seed42_855_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00539794921875,1,,
seed42_766_edit01,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00256103515625,1,,
seed42_276_edit01,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00183837890625,1,,
seed42_15_edit01,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00383056640625,1,,
seed42_902_edit02,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00439453125,1,,
seed42_98_edit02,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.0050634765625,1,,
seed42_452_edit02,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.0047216796875,1,,
seed42_608_edit01,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00210693359375,1,,
seed42_755_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.0027587890625,1,,
seed42_362_edit02,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00471923828125,1,,
seed42_21_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00321044921875,1,,
seed42_366_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.002197265625,1,,
seed42_352_edit01,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.0034716796875,1,,
seed42_259_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.004462890625,1,,
seed42_63_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00496826171875,1,,
seed42_292_edit02,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.003818359375,1,,
seed42_663_edit01,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.0034326171875,1,,
seed42_921_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.002841796875,1,,
seed42_618_edit02,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00343994140625,1,,
seed42_133_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.0018798828125,1,,
seed42_580_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00347412109375,1,,
seed42_944_edit01,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00339599609375,1,,
seed42_213_edit01,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.0021142578125,1,,
seed42_520_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00408203125,1,,
seed42_874_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.0050830078125,1,,
seed42_283_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00380126953125,1,,
seed42_751_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00474365234375,1,,
seed42_456_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.0053125,1,,
seed42_764_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00333984375,1,,
seed42_3_edit01,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.004208984375,1,,
seed42_612_edit02,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00273681640625,1,,
seed42_652_edit01,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00334716796875,1,,
seed42_918_edit01,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.003369140625,1,,
seed42_263_edit01,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.004033203125,1,,
seed42_65_edit00,CLASS_PROVENANCE_UNAVAILABLE,C_crack_like_structural_evolution,0.00211181640625,1,,
seed42_991_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.00537353515625,1,,
seed42_235_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01197265625,1,,
seed42_12_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0148779296875,1,,
seed42_458_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0081640625,1,,
seed42_415_edit02,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.00635009765625,1,,
seed42_38_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0099951171875,1,,
seed42_269_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0056884765625,1,,
seed42_227_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0117138671875,1,,
seed42_850_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01515869140625,1,,
seed42_21_edit02,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0096923828125,1,,
seed42_929_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.009111328125,1,,
seed42_717_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0126318359375,1,,
seed42_137_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01139892578125,1,,
seed42_132_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01154052734375,1,,
seed42_213_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.00890380859375,1,,
seed42_362_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01677734375,1,,
seed42_393_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0169384765625,1,,
seed42_812_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.00970458984375,1,,
seed42_99_edit02,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.00997314453125,1,,
seed42_879_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01217041015625,1,,
seed42_344_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0050439453125,1,,
seed42_954_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0133154296875,1,,
seed42_714_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.005732421875,1,,
seed42_368_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.00694091796875,1,,
seed42_764_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0119140625,1,,
seed42_459_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01447021484375,1,,
seed42_100_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.00868408203125,1,,
seed42_300_edit02,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0173583984375,1,,
seed42_934_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.00595458984375,1,,
seed42_57_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0084765625,1,,
seed42_893_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01714111328125,1,,
seed42_294_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.00791259765625,1,,
seed42_908_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.012646484375,1,,
seed42_567_edit02,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0191162109375,1,,
seed42_970_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01442626953125,1,,
seed42_923_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.00766357421875,1,,
seed42_640_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.015732421875,1,,
seed42_215_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01584228515625,1,,
seed42_318_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.00546630859375,1,,
seed42_834_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01179931640625,1,,
seed42_31_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01681396484375,1,,
seed42_52_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0119140625,1,,
seed42_26_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01573974609375,1,,
seed42_683_edit02,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0093310546875,1,,
seed42_111_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01133056640625,1,,
seed42_623_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0079541015625,1,,
seed42_391_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.00863525390625,1,,
seed42_449_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01431884765625,1,,
seed42_189_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.00922119140625,1,,
seed42_338_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.00595458984375,1,,
seed42_149_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.006904296875,1,,
seed42_986_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01278076171875,1,,
seed42_279_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0094384765625,1,,
seed42_711_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.00846435546875,1,,
seed42_54_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.008134765625,1,,
seed42_532_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01231201171875,1,,
seed42_325_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01515869140625,1,,
seed42_469_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01562255859375,1,,
seed42_803_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.009912109375,1,,
seed42_59_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0152001953125,1,,
seed42_931_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.00748779296875,1,,
seed42_787_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01133056640625,1,,
seed42_559_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0167041015625,1,,
seed42_238_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.00979248046875,1,,
seed42_642_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.007822265625,1,,
seed42_737_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01015869140625,1,,
seed42_868_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01065673828125,1,,
seed42_676_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0175439453125,1,,
seed42_154_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01103271484375,1,,
seed42_769_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.016201171875,1,,
seed42_971_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.007275390625,1,,
seed42_779_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.00958740234375,1,,
seed42_551_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01185302734375,1,,
seed42_800_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.00604736328125,1,,
seed42_205_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.007890625,1,,
seed42_336_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01262451171875,1,,
seed42_802_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0107080078125,1,,
seed42_814_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.020244140625,1,,
seed42_562_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01705810546875,1,,
seed42_265_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.00966552734375,1,,
seed42_556_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01154052734375,1,,
seed42_14_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01519775390625,1,,
seed42_799_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01254150390625,1,,
seed42_622_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.00783935546875,1,,
seed42_207_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.00838134765625,1,,
seed42_777_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.020302734375,1,,
seed42_249_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.006025390625,1,,
seed42_698_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01162109375,1,,
seed42_903_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0102099609375,1,,
seed42_639_edit02,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01064697265625,1,,
seed42_818_edit02,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01057861328125,1,,
seed42_828_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01395751953125,1,,
seed42_996_edit02,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.012822265625,1,,
seed42_301_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.006962890625,1,,
seed42_95_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0074560546875,1,,
seed42_810_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.012578125,1,,
seed42_110_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.009814453125,1,,
seed42_838_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.007138671875,1,,
seed42_348_edit01,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.0064013671875,1,,
seed42_488_edit00,CLASS_PROVENANCE_UNAVAILABLE,D_boundary_evolution,0.01171875,1,,
seed42_958_edit00,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00242919921875,1,,
seed42_252_edit00,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.003017578125,1,,
seed42_115_edit00,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.0013916015625,1,,
seed42_434_edit00,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.0018701171875,1,,
seed42_399_edit01,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00091796875,1,,
seed42_376_edit01,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00072509765625,1,,
seed42_277_edit00,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.0026806640625,1,,
seed42_238_edit01,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00197021484375,1,,
seed42_803_edit02,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.001826171875,1,,
seed42_221_edit01,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00189453125,1,,
seed42_884_edit02,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00158447265625,1,,
seed42_627_edit02,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00228759765625,1,,
seed42_133_edit01,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00146484375,1,,
seed42_129_edit01,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.002939453125,1,,
seed42_228_edit02,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.0008154296875,1,,
seed42_367_edit00,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00185302734375,1,,
seed42_385_edit01,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00302734375,1,,
seed42_755_edit01,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00260009765625,1,,
seed42_900_edit00,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00295654296875,1,,
seed42_120_edit00,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00197998046875,1,,
seed42_828_edit01,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00225830078125,1,,
seed42_345_edit00,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.002138671875,1,,
seed42_98_edit00,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.001796875,1,,
seed42_621_edit01,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00294189453125,1,,
seed42_37_edit00,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.0022021484375,1,,
seed42_658_edit01,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00224365234375,1,,
seed42_883_edit01,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00294921875,1,,
seed42_44_edit01,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00079345703125,1,,
seed42_1005_edit01,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.0020703125,1,,
seed42_299_edit00,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00314208984375,1,,
seed42_513_edit01,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00345703125,1,,
seed42_294_edit00,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00176513671875,1,,
seed42_366_edit02,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.000673828125,1,,
seed42_505_edit00,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00069091796875,1,,
seed42_567_edit00,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.0007958984375,1,,
seed42_235_edit02,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.0012353515625,1,,
seed42_54_edit00,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00156005859375,1,,
seed42_518_edit01,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00307373046875,1,,
seed42_909_edit01,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.002177734375,1,,
seed42_423_edit01,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.001640625,1,,
seed42_165_edit00,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00261474609375,1,,
seed42_679_edit01,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.0016064453125,1,,
seed42_795_edit00,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00184326171875,1,,
seed42_264_edit00,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00255126953125,1,,
seed42_563_edit01,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.00233154296875,1,,
seed42_206_edit00,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.002421875,1,,
seed42_813_edit00,CLASS_PROVENANCE_UNAVAILABLE,A_small_low_contrast,0.0009326171875,1,,
