review_group,selection_order,edit_id,source_id,class,class_provenance,family,changed_ratio,component_count,seed,edit_index,bbox_xyxy,preview_path,human_label,comment
D_semantic,25,seed42_764_edit01,764,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.0119140625,1,42,1,"[350, 470, 621, 563]",images/seed42_764.jpg,,
D_semantic,26,seed42_459_edit00,459,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01447021484375,1,42,0,"[92, 126, 302, 286]",images/seed42_459.jpg,,
D_semantic,27,seed42_100_edit00,100,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.00868408203125,1,42,0,"[130, 104, 277, 226]",images/seed42_100.jpg,,
D_semantic,28,seed42_300_edit02,300,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.0173583984375,1,42,2,"[143, 56, 411, 164]",images/seed42_300.jpg,,
D_semantic,29,seed42_934_edit00,934,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.00595458984375,1,42,0,"[145, 101, 264, 191]",images/seed42_934.jpg,,
D_semantic,30,seed42_57_edit00,57,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.0084765625,1,42,0,"[412, 66, 557, 172]",images/seed42_57.jpg,,
D_semantic,31,seed42_893_edit00,893,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01714111328125,1,42,0,"[168, 51, 418, 196]",images/seed42_893.jpg,,
D_semantic,32,seed42_294_edit01,294,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.00791259765625,1,42,1,"[44, 235, 259, 313]",images/seed42_294.jpg,,
D_semantic,33,seed42_908_edit00,908,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.012646484375,1,42,0,"[188, 454, 371, 597]",images/seed42_908.jpg,,
D_semantic,34,seed42_567_edit02,567,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.0191162109375,1,42,2,"[258, 98, 584, 213]",images/seed42_567.jpg,,
D_semantic,35,seed42_970_edit01,970,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01442626953125,1,42,1,"[220, 125, 482, 219]",images/seed42_970.jpg,,
D_semantic,36,seed42_923_edit00,923,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.00766357421875,1,42,0,"[73, 462, 205, 560]",images/seed42_923.jpg,,
D_semantic,37,seed42_640_edit01,640,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.015732421875,1,42,1,"[159, 118, 428, 240]",images/seed42_640.jpg,,
D_semantic,38,seed42_215_edit00,215,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01584228515625,1,42,0,"[358, 113, 603, 240]",images/seed42_215.jpg,,
D_semantic,39,seed42_318_edit01,318,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.00546630859375,1,42,1,"[36, 360, 195, 431]",images/seed42_318.jpg,,
D_semantic,40,seed42_834_edit01,834,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01179931640625,1,42,1,"[231, 305, 453, 391]",images/seed42_834.jpg,,
D_semantic,41,seed42_31_edit01,31,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01681396484375,1,42,1,"[375, 215, 599, 361]",images/seed42_31.jpg,,
D_semantic,42,seed42_52_edit00,52,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.0119140625,1,42,0,"[207, 306, 430, 431]",images/seed42_52.jpg,,
D_semantic,43,seed42_26_edit00,26,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01573974609375,1,42,0,"[196, 88, 418, 218]",images/seed42_26.jpg,,
D_semantic,44,seed42_683_edit02,683,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.0093310546875,1,42,2,"[95, 289, 247, 368]",images/seed42_683.jpg,,
D_semantic,45,seed42_111_edit01,111,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01133056640625,1,42,1,"[131, 252, 356, 362]",images/seed42_111.jpg,,
D_semantic,46,seed42_623_edit01,623,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.0079541015625,1,42,1,"[111, 231, 228, 337]",images/seed42_623.jpg,,
D_semantic,47,seed42_391_edit01,391,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.00863525390625,1,42,1,"[397, 303, 552, 384]",images/seed42_391.jpg,,
D_semantic,48,seed42_449_edit00,449,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01431884765625,1,42,0,"[369, 136, 593, 230]",images/seed42_449.jpg,,
D_semantic,49,seed42_189_edit01,189,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.00922119140625,1,42,1,"[223, 325, 432, 403]",images/seed42_189.jpg,,
D_semantic,50,seed42_338_edit00,338,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.00595458984375,1,42,0,"[16, 194, 159, 291]",images/seed42_338.jpg,,
D_semantic,51,seed42_149_edit00,149,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.006904296875,1,42,0,"[108, 57, 236, 133]",images/seed42_149.jpg,,
D_semantic,52,seed42_986_edit01,986,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01278076171875,1,42,1,"[89, 219, 354, 349]",images/seed42_986.jpg,,
D_semantic,53,seed42_279_edit01,279,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.0094384765625,1,42,1,"[52, 122, 219, 220]",images/seed42_279.jpg,,
D_semantic,54,seed42_711_edit00,711,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.00846435546875,1,42,0,"[220, 358, 341, 447]",images/seed42_711.jpg,,
D_semantic,55,seed42_54_edit01,54,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.008134765625,1,42,1,"[377, 254, 507, 312]",images/seed42_54.jpg,,
D_semantic,56,seed42_532_edit00,532,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01231201171875,1,42,0,"[98, 236, 437, 354]",images/seed42_532.jpg,,
D_semantic,57,seed42_325_edit00,325,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01515869140625,1,42,0,"[176, 432, 405, 546]",images/seed42_325.jpg,,
D_semantic,58,seed42_469_edit01,469,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01562255859375,1,42,1,"[313, 38, 586, 150]",images/seed42_469.jpg,,
D_semantic,59,seed42_803_edit00,803,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.009912109375,1,42,0,"[329, 286, 521, 356]",images/seed42_803.jpg,,
D_semantic,60,seed42_59_edit00,59,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.0152001953125,1,42,0,"[289, 325, 513, 426]",images/seed42_59.jpg,,
D_semantic,61,seed42_931_edit01,931,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.00748779296875,1,42,1,"[343, 89, 536, 184]",images/seed42_931.jpg,,
D_semantic,62,seed42_787_edit01,787,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01133056640625,1,42,1,"[293, 112, 437, 244]",images/seed42_787.jpg,,
D_semantic,63,seed42_559_edit00,559,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.0167041015625,1,42,0,"[189, 28, 491, 141]",images/seed42_559.jpg,,
D_semantic,64,seed42_238_edit00,238,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.00979248046875,1,42,0,"[433, 118, 590, 251]",images/seed42_238.jpg,,
D_semantic,65,seed42_642_edit01,642,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.007822265625,1,42,1,"[433, 66, 606, 216]",images/seed42_642.jpg,,
D_semantic,66,seed42_737_edit00,737,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01015869140625,1,42,0,"[224, 283, 376, 367]",images/seed42_737.jpg,,
D_semantic,67,seed42_868_edit01,868,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01065673828125,1,42,1,"[263, 282, 415, 377]",images/seed42_868.jpg,,
D_semantic,68,seed42_676_edit00,676,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.0175439453125,1,42,0,"[66, 416, 374, 537]",images/seed42_676.jpg,,
D_semantic,69,seed42_154_edit00,154,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01103271484375,1,42,0,"[56, 142, 213, 259]",images/seed42_154.jpg,,
D_semantic,70,seed42_769_edit01,769,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.016201171875,1,42,1,"[124, 234, 332, 359]",images/seed42_769.jpg,,
D_semantic,71,seed42_971_edit01,971,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.007275390625,1,42,1,"[155, 349, 284, 423]",images/seed42_971.jpg,,
D_semantic,72,seed42_779_edit01,779,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.00958740234375,1,42,1,"[209, 109, 452, 224]",images/seed42_779.jpg,,
D_semantic,73,seed42_551_edit00,551,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01185302734375,1,42,0,"[86, 438, 270, 579]",images/seed42_551.jpg,,
D_semantic,74,seed42_800_edit01,800,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.00604736328125,1,42,1,"[53, 242, 223, 319]",images/seed42_800.jpg,,
D_semantic,75,seed42_205_edit00,205,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.007890625,1,42,0,"[43, 127, 188, 204]",images/seed42_205.jpg,,
D_semantic,76,seed42_336_edit00,336,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01262451171875,1,42,0,"[303, 428, 508, 532]",images/seed42_336.jpg,,
D_semantic,77,seed42_802_edit01,802,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.0107080078125,1,42,1,"[351, 254, 574, 356]",images/seed42_802.jpg,,
D_semantic,78,seed42_814_edit00,814,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.020244140625,1,42,0,"[73, 71, 344, 202]",images/seed42_814.jpg,,
D_semantic,79,seed42_562_edit01,562,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01705810546875,1,42,1,"[113, 363, 360, 507]",images/seed42_562.jpg,,
D_semantic,80,seed42_265_edit00,265,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.00966552734375,1,42,0,"[212, 482, 427, 603]",images/seed42_265.jpg,,
D_semantic,81,seed42_556_edit01,556,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01154052734375,1,42,1,"[109, 336, 273, 435]",images/seed42_556.jpg,,
D_semantic,82,seed42_14_edit00,14,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01519775390625,1,42,0,"[51, 16, 320, 143]",images/seed42_14.jpg,,
D_semantic,83,seed42_799_edit00,799,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01254150390625,1,42,0,"[3, 133, 162, 260]",images/seed42_799.jpg,,
D_semantic,84,seed42_622_edit00,622,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.00783935546875,1,42,0,"[131, 108, 291, 193]",images/seed42_622.jpg,,
D_semantic,85,seed42_207_edit00,207,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.00838134765625,1,42,0,"[282, 164, 435, 301]",images/seed42_207.jpg,,
D_semantic,86,seed42_777_edit00,777,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.020302734375,1,42,0,"[179, 495, 425, 599]",images/seed42_777.jpg,,
D_semantic,87,seed42_249_edit00,249,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.006025390625,1,42,0,"[329, 461, 477, 539]",images/seed42_249.jpg,,
D_semantic,88,seed42_698_edit00,698,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01162109375,1,42,0,"[199, 206, 392, 316]",images/seed42_698.jpg,,
D_semantic,89,seed42_903_edit00,903,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.0102099609375,1,42,0,"[140, 22, 293, 147]",images/seed42_903.jpg,,
D_semantic,90,seed42_639_edit02,639,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01064697265625,1,42,2,"[96, 260, 273, 398]",images/seed42_639.jpg,,
D_semantic,91,seed42_818_edit02,818,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01057861328125,1,42,2,"[111, 36, 374, 154]",images/seed42_818.jpg,,
D_semantic,92,seed42_828_edit00,828,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01395751953125,1,42,0,"[230, 88, 528, 193]",images/seed42_828.jpg,,
D_semantic,93,seed42_996_edit02,996,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.012822265625,1,42,2,"[0, 356, 250, 515]",images/seed42_996.jpg,,
D_semantic,94,seed42_301_edit00,301,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.006962890625,1,42,0,"[117, 76, 282, 194]",images/seed42_301.jpg,,
D_semantic,95,seed42_95_edit00,95,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.0074560546875,1,42,0,"[171, 415, 315, 470]",images/seed42_95.jpg,,
D_semantic,96,seed42_810_edit01,810,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.012578125,1,42,1,"[63, 483, 270, 622]",images/seed42_810.jpg,,
D_semantic,97,seed42_110_edit00,110,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.009814453125,1,42,0,"[197, 286, 422, 377]",images/seed42_110.jpg,,
D_semantic,98,seed42_838_edit00,838,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.007138671875,1,42,0,"[33, 226, 160, 310]",images/seed42_838.jpg,,
D_semantic,99,seed42_348_edit01,348,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.0064013671875,1,42,1,"[285, 35, 434, 102]",images/seed42_348.jpg,,
D_semantic,100,seed42_488_edit00,488,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,D_boundary_evolution,0.01171875,1,42,0,"[23, 353, 230, 507]",images/seed42_488.jpg,,
