stem,gt_index,class_id,class_name,category,candidate_class,confidence,mask_iou,box_iou
62,4,6,corrosion,WRONG_CLASS,Burn,0.02087344415485859,0.5473684210526316,0.87239670753479
70,0,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.0030735956970602274,0.6454767726161369,0.7084417939186096
70,1,6,corrosion,WRONG_CLASS,Crack,0.0126366401091218,0.7406143344709898,0.6020914316177368
78,0,6,corrosion,LOCALIZATION_FAILURE,corrosion,0.009726298972964287,0.4971868522357122,0.580904483795166
87,0,6,corrosion,LOCALIZATION_FAILURE,corrosion,0.5606421828269958,0.4268501367204728,0.31453633308410645
90,0,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.03161821514368057,0.7061615713450663,0.6581029295921326
90,1,0,Burn,WRONG_CLASS,corrosion,0.01633862592279911,0.13457926773315387,0.5923746824264526
90,2,0,Burn,LOCALIZATION_FAILURE,Burn,0.0017388476990163326,0.12315588886156872,0.23460693657398224
92,0,0,Burn,LOW_CONF_RECOVERABLE,Burn,0.06329333782196045,0.7180589096579133,0.7460167407989502
92,1,6,corrosion,WRONG_CLASS,Burn,0.0021969007793813944,0.1432311869666408,0.6113818287849426
92,2,6,corrosion,WRONG_CLASS,Burn,0.006107652559876442,0.17688413948256468,0.6646185517311096
92,3,0,Burn,LOCALIZATION_FAILURE,Burn,0.03224438056349754,0.2926649670378526,0.7097782492637634
160,2,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.0040762461721897125,0.5182440136830102,0.613524854183197
160,3,6,corrosion,LOCALIZATION_FAILURE,corrosion,0.002172725973650813,0.39093387866394,0.6804566383361816
160,4,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.008427540771663189,0.5078698845750262,0.6256715059280396
172,0,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.001361657283268869,0.5238095238095238,0.5509203672409058
172,1,6,corrosion,LOCALIZATION_FAILURE,corrosion,0.0027708231937140226,0.2860125260960334,0.3241364359855652
172,2,6,corrosion,LOCALIZATION_FAILURE,corrosion,0.0016962576191872358,0.11108086033215356,0.17782951891422272
172,3,6,corrosion,LOCALIZATION_FAILURE,corrosion,0.0038285350892692804,0.3896827854709552,0.5168114900588989
187,0,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.10942859947681427,0.6719088937093276,0.7393046021461487
204,0,1,Crack,LOCALIZATION_FAILURE,Crack,0.0010775375412777066,0.2951265425643171,0.3395661413669586
204,1,1,Crack,WRONG_CLASS,corrosion,0.002256922423839569,0.06706484641638226,0.5914468169212341
211,0,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.12585338950157166,0.6814469078179697,0.7156878113746643
211,1,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.02020503394305706,0.79375,0.7507219910621643
211,2,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.004640792962163687,0.6164383561643836,0.7628647685050964
231,0,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.03827515244483948,0.7809675704412546,0.8065133094787598
231,1,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.00847259908914566,0.7050336950675483,0.6536417603492737
241,0,6,corrosion,LOCALIZATION_FAILURE,corrosion,0.004401030018925667,0.34350313266140015,0.49734199047088623
241,1,6,corrosion,LOCALIZATION_FAILURE,corrosion,0.0018591956468299031,0.09380469023451173,0.2769416868686676
244,0,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.12715749442577362,0.803052116325943,0.8694031834602356
245,0,0,Burn,WRONG_CLASS,Material missing,0.0012746601132676005,0.41189454322501534,0.7694764137268066
245,2,0,Burn,LOW_CONF_RECOVERABLE,Burn,0.007859962992370129,0.5037824752518048,0.5008326768875122
245,3,0,Burn,LOCALIZATION_FAILURE,Burn,0.003691698657348752,0.27758638688798415,0.16902092099189758
251,0,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.2014957070350647,0.5715815780078544,0.7932406067848206
256,0,0,Burn,LOW_CONF_RECOVERABLE,Burn,0.00163589499425143,0.5770203433072981,0.36365416646003723
256,1,0,Burn,LOCALIZATION_FAILURE,Burn,0.013772896490991116,0.35077773447188465,0.4887113571166992
256,2,0,Burn,LOCALIZATION_FAILURE,Burn,0.011340475641191006,0.15824382226917885,0.3550243675708771
262,0,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.009153109043836594,0.8536602751443438,0.8763700723648071
267,0,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.17144431173801422,0.845239897752879,0.8382381200790405
267,1,6,corrosion,LOCALIZATION_FAILURE,corrosion,0.001669319928623736,0.3711598746081505,0.6026563048362732
267,2,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.009110570885241032,0.6352112676056338,0.6431213617324829
267,3,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.058547839522361755,0.7100893997445722,0.5962313413619995
308,0,0,Burn,WRONG_CLASS,Material missing,0.01481998898088932,0.2757179269328802,0.552868664264679
308,2,0,Burn,LOCALIZATION_FAILURE,Burn,0.00513034500181675,0.08515057113187954,0.24742943048477173
328,1,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.009012937545776367,0.5766068384638524,0.8172643780708313
328,6,6,corrosion,LOCALIZATION_FAILURE,corrosion,0.00938485935330391,0.4745431828830236,0.4012957811355591
330,0,3,Material missing,LOCALIZATION_FAILURE,Material missing,0.0037299178075045347,0.16947791164658635,0.3881324529647827
330,1,3,Material missing,WRONG_CLASS,Burn,0.0027771389577537775,0.1558889463700638,0.5386313199996948
330,2,1,Crack,WRONG_CLASS,corrosion,0.0016640105750411749,0.4647991153704386,0.656459629535675
330,3,1,Crack,LOCALIZATION_FAILURE,Crack,0.009948951192200184,0.29705763804917373,0.3451486825942993
330,4,0,Burn,WRONG_CLASS,Material missing,0.011454717256128788,0.12742564488089086,0.7205274701118469
353,0,0,Burn,LOW_CONF_RECOVERABLE,Burn,0.10069132596254349,0.5209809894153657,0.7837827205657959
361,0,0,Burn,LOCALIZATION_FAILURE,Burn,0.033714521676301956,0.29468821429144965,0.6082929372787476
361,1,0,Burn,WRONG_CLASS,Material missing,0.0014216974377632141,0.19528121892886893,0.7469660639762878
364,0,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.0020260841120034456,0.6699795381467407,0.8498018980026245
364,1,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.1580548882484436,0.668041237113402,0.8364053964614868
364,3,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.00744342477992177,0.6264501160092807,0.5785656571388245
364,4,6,corrosion,LOCALIZATION_FAILURE,corrosion,0.04446699470281601,0.2745664739884393,0.27214881777763367
373,1,0,Burn,LOW_CONF_RECOVERABLE,Burn,0.002570748096331954,0.5940181220431401,0.27462038397789
373,2,0,Burn,LOCALIZATION_FAILURE,Burn,0.0016654331702739,0.3271695436273351,0.5188605785369873
380,1,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.1201697513461113,0.5836000866446845,0.7548635601997375
380,2,6,corrosion,LOCALIZATION_FAILURE,corrosion,0.10509392619132996,0.31085918854415273,0.3413785696029663
408,1,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.0013702530413866043,0.7140825035561877,0.7203788757324219
409,0,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.026525218039751053,0.7386794839362509,0.7508505582809448
411,1,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.025929255411028862,0.6024844720496895,0.7208453416824341
416,0,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.18559780716896057,0.8240372755927093,0.7997567653656006
422,0,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.05894777551293373,0.8266438941076003,0.732535183429718
432,2,6,corrosion,LOCALIZATION_FAILURE,corrosion,0.004981426056474447,0.38699763593380615,0.5294094085693359
432,6,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.045473795384168625,0.7774030354131535,0.8703116178512573
432,7,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.07576319575309753,0.7484787018255578,0.7735234498977661
432,8,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.006535520777106285,0.528604118993135,0.6544600129127502
432,9,6,corrosion,LOW_CONF_RECOVERABLE,corrosion,0.23389993607997894,0.6642335766423357,0.7148067355155945
440,0,5,Tip curl,NO_RESPONSE,,,,
473,0,1,Crack,WRONG_CLASS,corrosion,0.003363936673849821,0.14239298719989532,0.8437040448188782
475,0,1,Crack,LOW_CONF_RECOVERABLE,Crack,0.025023439899086952,0.6442953020134228,0.6763237118721008
479,0,1,Crack,LOCALIZATION_FAILURE,Crack,0.0023039840161800385,0.39919701749354747,0.43008047342300415
500,0,1,Crack,WRONG_CLASS,Burn,0.0019274759106338024,0.13832118099206206,0.7007088661193848
506,0,1,Crack,LOW_CONF_RECOVERABLE,Crack,0.010032757185399532,0.5137841791380668,0.5099343657493591
509,0,1,Crack,LOW_CONF_RECOVERABLE,Crack,0.04846738278865814,0.5308180376161341,0.7258974313735962
516,0,1,Crack,LOCALIZATION_FAILURE,Crack,0.0017906944267451763,0.4798066965826717,0.7239487767219543
517,1,1,Crack,LOW_CONF_RECOVERABLE,Crack,0.03306536003947258,0.67,0.7709063291549683
522,0,1,Crack,WRONG_CLASS,Burn,0.0033128256909549236,0.2231800766283525,0.6397655606269836
525,0,1,Crack,LOW_CONF_RECOVERABLE,Crack,0.03615105524659157,0.6568627450980392,0.8853054046630859
527,0,1,Crack,LOW_CONF_RECOVERABLE,Crack,0.006454086862504482,0.5249202332489823,0.4921620786190033
538,0,1,Crack,LOW_CONF_RECOVERABLE,Crack,0.02694036439061165,0.699135446685879,0.6275894045829773
543,0,1,Crack,LOW_CONF_RECOVERABLE,Crack,0.017871446907520294,0.5302859716280117,0.6176154017448425
545,0,1,Crack,LOW_CONF_RECOVERABLE,Crack,0.013930569402873516,0.5002937720329025,0.5279011726379395
548,0,1,Crack,WRONG_CLASS,corrosion,0.0016078202752396464,0.1762655205348615,0.6546436548233032
565,0,0,Burn,LOW_CONF_RECOVERABLE,Burn,0.0014407082926481962,0.7471475892528524,0.8431560397148132
565,1,0,Burn,LOCALIZATION_FAILURE,Burn,0.0016223691636696458,0.006369426751592357,0.05994187295436859
565,2,0,Burn,LOW_CONF_RECOVERABLE,Burn,0.0014844918623566628,0.5918367346938775,0.5222005844116211
565,3,0,Burn,LOW_CONF_RECOVERABLE,Burn,0.18509244918823242,0.7461538461538462,0.7075745463371277
565,4,0,Burn,LOW_CONF_RECOVERABLE,Burn,0.016303297132253647,0.5555555555555556,0.5633470416069031
566,0,0,Burn,LOW_CONF_RECOVERABLE,Burn,0.012575678527355194,0.781025641025641,0.8071690797805786
566,2,0,Burn,LOCALIZATION_FAILURE,Burn,0.0032755143474787474,0.34579439252336447,0.28493955731391907
566,3,0,Burn,LOCALIZATION_FAILURE,Burn,0.0024089014623314142,0.01781970649895178,0.0415971465408802
566,4,0,Burn,LOCALIZATION_FAILURE,Burn,0.01629667356610298,0.46236559139784944,0.5974092483520508
566,5,0,Burn,LOW_CONF_RECOVERABLE,Burn,0.11125025898218155,0.5576923076923077,0.5253725647926331
566,6,0,Burn,LOCALIZATION_FAILURE,Burn,0.0015252538723871112,0.020689655172413793,0.04441816732287407
568,0,0,Burn,LOW_CONF_RECOVERABLE,Burn,0.0026617515832185745,0.8027703685741998,0.8120294809341431
568,2,0,Burn,LOCALIZATION_FAILURE,Burn,0.049681562930345535,0.4930232558139535,0.5160910487174988
574,0,0,Burn,LOW_CONF_RECOVERABLE,Burn,0.0023940110113471746,0.8224329921661614,0.8406946063041687
576,0,0,Burn,LOW_CONF_RECOVERABLE,Burn,0.0013498282060027122,0.8501920614596671,0.7415460348129272
576,1,0,Burn,LOW_CONF_RECOVERABLE,Burn,0.24531306326389313,0.6153846153846154,0.5529817342758179
576,2,0,Burn,LOCALIZATION_FAILURE,Burn,0.0012523821787908673,0.3434343434343434,0.2023399919271469
576,3,0,Burn,LOCALIZATION_FAILURE,Burn,0.4945301413536072,0.26126126126126126,0.29644182324409485
576,4,0,Burn,LOCALIZATION_FAILURE,Burn,0.005886457394808531,0.008209338122113904,0.004275095649063587
576,5,0,Burn,LOCALIZATION_FAILURE,Burn,0.034009575843811035,0.0004099200655872105,0.0035198794212192297
576,6,0,Burn,LOCALIZATION_FAILURE,Burn,0.04999275133013725,0.43548387096774194,0.41997838020324707
577,0,0,Burn,LOW_CONF_RECOVERABLE,Burn,0.001523266197182238,0.780564263322884,0.7733731269836426
577,2,0,Burn,LOCALIZATION_FAILURE,Burn,0.06646798551082611,0.2127659574468085,0.21155601739883423
577,3,0,Burn,LOCALIZATION_FAILURE,Burn,0.005102717783302069,0.0004931777083675817,0.000370827125152573
577,4,0,Burn,LOCALIZATION_FAILURE,Burn,0.07520584762096405,0.3780487804878049,0.3429988920688629
596,0,0,Burn,LOW_CONF_RECOVERABLE,Burn,0.006257463246583939,0.5228809152366095,0.5517894625663757
599,0,0,Burn,LOW_CONF_RECOVERABLE,Burn,0.2019527405500412,0.8641715727502103,0.7697162628173828
607,1,0,Burn,LOW_CONF_RECOVERABLE,Burn,0.11902181804180145,0.5802997858672377,0.786862850189209
607,2,0,Burn,LOW_CONF_RECOVERABLE,Burn,0.02921704202890396,0.5023148148148148,0.6362349390983582
607,4,0,Burn,LOCALIZATION_FAILURE,Burn,0.0020049584563821554,0.024608501118568233,0.022265397012233734
607,5,0,Burn,LOCALIZATION_FAILURE,Burn,0.0020049584563821554,0.01081282624906786,0.006770764011889696
607,6,0,Burn,LOCALIZATION_FAILURE,Burn,0.0020049584563821554,0.01277757102096514,0.00833324808627367
614,0,0,Burn,LOW_CONF_RECOVERABLE,Burn,0.006434431299567223,0.5525186774169687,0.5318050384521484
614,2,0,Burn,LOW_CONF_RECOVERABLE,Burn,0.008569865487515926,0.7420382165605095,0.5975358486175537
625,1,0,Burn,LOW_CONF_RECOVERABLE,Burn,0.011487641371786594,0.6941431670281996,0.7774986624717712
625,2,0,Burn,WRONG_CLASS,Material missing,0.001701748464256525,0.3638103570842675,0.9516832828521729
646,0,3,Material missing,LOW_CONF_RECOVERABLE,Material missing,0.00974114891141653,0.6702390766694146,0.6246090531349182
648,0,3,Material missing,LOW_CONF_RECOVERABLE,Material missing,0.08721469342708588,0.759515570934256,0.8785498738288879
651,0,3,Material missing,WRONG_CLASS,Tears,0.017437223345041275,0.4312896405919662,0.5180262923240662
660,0,3,Material missing,LOW_CONF_RECOVERABLE,Material missing,0.003988546319305897,0.581858407079646,0.559390664100647
671,0,3,Material missing,LOW_CONF_RECOVERABLE,Material missing,0.004039051476866007,0.7801418439716312,0.6904810667037964
684,0,3,Material missing,LOW_CONF_RECOVERABLE,Material missing,0.0033486310858279467,0.6758241758241759,0.687497615814209
703,0,3,Material missing,LOW_CONF_RECOVERABLE,Material missing,0.004388159606605768,0.5300859598853869,0.5119509100914001
704,0,3,Material missing,WRONG_CLASS,Tears,0.5531399250030518,0.5851795263559969,0.78436279296875
709,0,3,Material missing,LOW_CONF_RECOVERABLE,Material missing,0.028598269447684288,0.5293040293040293,0.6089969277381897
729,0,3,Material missing,LOW_CONF_RECOVERABLE,Material missing,0.16507865488529205,0.6884353741496598,0.6871845126152039
757,0,3,Material missing,WRONG_CLASS,Dent,0.010335486382246017,0.39069767441860465,0.5920998454093933
767,0,3,Material missing,WRONG_CLASS,Tears,0.04147186130285263,0.4427083333333333,0.6623320579528809
781,0,4,Tears,LOW_CONF_RECOVERABLE,Tears,0.0022566132247447968,0.6875,0.6139057278633118
820,0,4,Tears,LOW_CONF_RECOVERABLE,Tears,0.15763211250305176,0.8186813186813187,0.8268131017684937
888,0,2,Dent,LOW_CONF_RECOVERABLE,Dent,0.05423523485660553,0.5714285714285714,0.45941707491874695
951,0,2,Dent,WRONG_CLASS,Material missing,0.008585318922996521,0.43762246897452645,0.590054452419281
