edit_id,source_id,family,class,changed_ratio,component_count,candidate_type,review_label
seed42_edit01,205,C_elongated_ribbon,corrosion,0.003154296875,108,NOISE_PATTERN_CANDIDATE,
seed42_edit00,21,D_irregular_boundary,Dent|corrosion,0.0309326171875,43,NOISE_PATTERN_CANDIDATE,
seed42_edit00,216,D_irregular_boundary,Dent,0.034443359375,78,NOISE_PATTERN_CANDIDATE,
seed42_edit00,217,C_elongated_ribbon,corrosion,0.0067578125,33,NOISE_PATTERN_CANDIDATE,
seed42_edit00,220,D_irregular_boundary,Material missing,0.05012939453125,37,NOISE_PATTERN_CANDIDATE,
seed42_edit00,221,C_elongated_ribbon,Dent|corrosion,0.0035498046875,118,NOISE_PATTERN_CANDIDATE,
seed42_edit02,224,D_irregular_boundary,corrosion,0.062314453125,48,NOISE_PATTERN_CANDIDATE,
seed42_edit02,228,D_irregular_boundary,corrosion,0.05947021484375,95,NOISE_PATTERN_CANDIDATE,
seed42_edit01,23,C_elongated_ribbon,corrosion,0.0080712890625,71,NOISE_PATTERN_CANDIDATE,
seed42_edit00,234,C_elongated_ribbon,corrosion,0.0040966796875,59,NOISE_PATTERN_CANDIDATE,
seed42_edit01,235,D_irregular_boundary,corrosion,0.031201171875,30,NOISE_PATTERN_CANDIDATE,
seed42_edit00,237,D_irregular_boundary,Burn|Crack,0.0662744140625,38,NOISE_PATTERN_CANDIDATE,
seed42_edit01,237,C_elongated_ribbon,Burn|Crack,0.00428955078125,89,NOISE_PATTERN_CANDIDATE,
seed42_edit00,238,C_elongated_ribbon,Crack|corrosion,0.00635986328125,38,NOISE_PATTERN_CANDIDATE,
seed42_edit00,239,D_irregular_boundary,Dent,0.03607666015625,114,NOISE_PATTERN_CANDIDATE,
seed42_edit02,240,D_irregular_boundary,corrosion,0.0203125,20,NOISE_PATTERN_CANDIDATE,
seed42_edit00,252,C_elongated_ribbon,Burn,0.000390625,13,WEAK_CHANGE_CANDIDATE,
seed42_edit01,257,C_elongated_ribbon,corrosion,0.0034716796875,31,NOISE_PATTERN_CANDIDATE,
seed42_edit00,258,C_elongated_ribbon,corrosion,0.0057177734375,141,NOISE_PATTERN_CANDIDATE,
seed42_edit00,261,D_irregular_boundary,corrosion,0.0369921875,197,NOISE_PATTERN_CANDIDATE,
seed42_edit01,273,D_irregular_boundary,corrosion,0.06519775390625,105,NOISE_PATTERN_CANDIDATE,
seed42_edit00,275,B_diffuse_texture,corrosion,0.04864501953125,26,NOISE_PATTERN_CANDIDATE,
seed42_edit00,288,C_elongated_ribbon,Material missing,0.00772216796875,72,NOISE_PATTERN_CANDIDATE,
seed42_edit02,289,C_elongated_ribbon,corrosion,0.0066015625,24,NOISE_PATTERN_CANDIDATE,
seed42_edit00,29,C_elongated_ribbon,corrosion,0.00175537109375,65,NOISE_PATTERN_CANDIDATE,
seed42_edit02,291,C_elongated_ribbon,Material missing|corrosion,0.008466796875,56,NOISE_PATTERN_CANDIDATE,
seed42_edit02,3,D_irregular_boundary,Burn,0.03404052734375,34,NOISE_PATTERN_CANDIDATE,
seed42_edit00,300,D_irregular_boundary,Dent|corrosion,0.04868408203125,107,NOISE_PATTERN_CANDIDATE,
seed42_edit00,303,C_elongated_ribbon,corrosion,0.0070751953125,22,NOISE_PATTERN_CANDIDATE,
seed42_edit01,304,C_elongated_ribbon,Dent|corrosion,0.01118896484375,73,NOISE_PATTERN_CANDIDATE,
seed42_edit00,307,D_irregular_boundary,corrosion,0.06947509765625,63,NOISE_PATTERN_CANDIDATE,
seed42_edit00,314,C_elongated_ribbon,corrosion,0.00725341796875,37,NOISE_PATTERN_CANDIDATE,
seed42_edit01,319,D_irregular_boundary,corrosion,0.02104736328125,48,NOISE_PATTERN_CANDIDATE,
seed42_edit00,325,C_elongated_ribbon,corrosion,0.00753173828125,66,NOISE_PATTERN_CANDIDATE,
seed42_edit01,326,C_elongated_ribbon,corrosion,0.0116259765625,56,NOISE_PATTERN_CANDIDATE,
seed42_edit02,326,C_elongated_ribbon,corrosion,0.007177734375,46,NOISE_PATTERN_CANDIDATE,
seed42_edit00,327,C_elongated_ribbon,corrosion,0.00800537109375,55,NOISE_PATTERN_CANDIDATE,
seed42_edit01,327,C_elongated_ribbon,corrosion,0.0041162109375,32,NOISE_PATTERN_CANDIDATE,
seed42_edit02,327,D_irregular_boundary,corrosion,0.03918212890625,54,NOISE_PATTERN_CANDIDATE,
seed42_edit00,329,C_elongated_ribbon,Burn|Crack,0.00220458984375,26,NOISE_PATTERN_CANDIDATE,
seed42_edit01,332,C_elongated_ribbon,Material missing,0.0002587890625,23,WEAK_CHANGE_CANDIDATE,
seed42_edit01,332,C_elongated_ribbon,Material missing,0.0002587890625,23,NOISE_PATTERN_CANDIDATE,
seed42_edit02,334,C_elongated_ribbon,corrosion,0.0060546875,32,NOISE_PATTERN_CANDIDATE,
seed42_edit00,335,D_irregular_boundary,Crack|Material missing,0.03011474609375,55,NOISE_PATTERN_CANDIDATE,
seed42_edit01,337,D_irregular_boundary,Burn|Material missing,0.051162109375,21,NOISE_PATTERN_CANDIDATE,
seed42_edit00,338,C_elongated_ribbon,Burn,0.009365234375,33,NOISE_PATTERN_CANDIDATE,
seed42_edit02,339,D_irregular_boundary,Burn,0.072275390625,33,NOISE_PATTERN_CANDIDATE,
seed42_edit00,343,D_irregular_boundary,Burn|Material missing,0.0685302734375,42,NOISE_PATTERN_CANDIDATE,
seed42_edit01,346,D_irregular_boundary,Burn|corrosion,0.0099169921875,34,NOISE_PATTERN_CANDIDATE,
seed42_edit00,355,C_elongated_ribbon,Burn,0.0004931640625,24,WEAK_CHANGE_CANDIDATE,
seed42_edit00,355,C_elongated_ribbon,Burn,0.0004931640625,24,NOISE_PATTERN_CANDIDATE,
seed42_edit01,360,C_elongated_ribbon,Burn,0.01073486328125,28,NOISE_PATTERN_CANDIDATE,
seed42_edit01,366,D_irregular_boundary,corrosion,0.03013671875,430,NOISE_PATTERN_CANDIDATE,
seed42_edit01,368,D_irregular_boundary,corrosion,0.04608642578125,26,NOISE_PATTERN_CANDIDATE,
seed42_edit01,369,D_irregular_boundary,corrosion,0.052666015625,156,NOISE_PATTERN_CANDIDATE,
seed42_edit02,378,D_irregular_boundary,corrosion,0.0458837890625,21,NOISE_PATTERN_CANDIDATE,
seed42_edit01,38,C_elongated_ribbon,corrosion,0.0094775390625,74,NOISE_PATTERN_CANDIDATE,
seed42_edit00,391,C_elongated_ribbon,Burn|Material missing|corrosion,0.00681640625,33,NOISE_PATTERN_CANDIDATE,
seed42_edit00,395,C_elongated_ribbon,Burn|corrosion,0.00189697265625,44,NOISE_PATTERN_CANDIDATE,
seed42_edit00,404,D_irregular_boundary,corrosion,0.0703466796875,24,NOISE_PATTERN_CANDIDATE,
seed42_edit00,407,C_elongated_ribbon,Crack|Material missing,0.0065625,29,NOISE_PATTERN_CANDIDATE,
seed42_edit01,412,C_elongated_ribbon,corrosion,0.00850341796875,24,NOISE_PATTERN_CANDIDATE,
seed42_edit00,415,D_irregular_boundary,corrosion,0.07576416015625,21,NOISE_PATTERN_CANDIDATE,
seed42_edit01,419,C_elongated_ribbon,Material missing,0.00310546875,112,NOISE_PATTERN_CANDIDATE,
seed42_edit02,419,D_irregular_boundary,Material missing,0.03397705078125,26,NOISE_PATTERN_CANDIDATE,
seed42_edit01,43,D_irregular_boundary,corrosion,0.0584716796875,59,NOISE_PATTERN_CANDIDATE,
seed42_edit00,434,C_elongated_ribbon,Tip curl,0.000908203125,30,NOISE_PATTERN_CANDIDATE,
seed42_edit01,435,C_elongated_ribbon,Tip curl,0.00041015625,36,WEAK_CHANGE_CANDIDATE,
seed42_edit01,435,C_elongated_ribbon,Tip curl,0.00041015625,36,NOISE_PATTERN_CANDIDATE,
seed42_edit00,442,D_irregular_boundary,Tip curl,0.0264794921875,209,NOISE_PATTERN_CANDIDATE,
seed42_edit01,444,D_irregular_boundary,Tip curl,0.02509033203125,69,NOISE_PATTERN_CANDIDATE,
seed42_edit01,448,C_elongated_ribbon,Tip curl,0.004697265625,36,NOISE_PATTERN_CANDIDATE,
seed42_edit00,452,B_diffuse_texture,Tip curl,0.16742431640625,44,NOISE_PATTERN_CANDIDATE,
seed42_edit01,452,C_elongated_ribbon,Tip curl,0.0060888671875,105,NOISE_PATTERN_CANDIDATE,
seed42_edit00,458,C_elongated_ribbon,Tip curl,0.00034912109375,36,WEAK_CHANGE_CANDIDATE,
seed42_edit00,458,C_elongated_ribbon,Tip curl,0.00034912109375,36,NOISE_PATTERN_CANDIDATE,
seed42_edit02,458,D_irregular_boundary,Tip curl,0.02328125,49,NOISE_PATTERN_CANDIDATE,
seed42_edit01,459,C_elongated_ribbon,Tip curl,8.544921875e-05,7,WEAK_CHANGE_CANDIDATE,
seed42_edit00,463,D_irregular_boundary,Tip curl,0.0242626953125,79,NOISE_PATTERN_CANDIDATE,
seed42_edit00,466,D_irregular_boundary,Tip curl,0.05056640625,199,NOISE_PATTERN_CANDIDATE,
seed42_edit00,467,C_elongated_ribbon,Tip curl,0.00673095703125,71,NOISE_PATTERN_CANDIDATE,
seed42_edit02,467,D_irregular_boundary,Tip curl,0.02282470703125,41,NOISE_PATTERN_CANDIDATE,
seed42_edit02,468,C_elongated_ribbon,Crack,0.00490478515625,48,NOISE_PATTERN_CANDIDATE,
seed42_edit00,469,D_irregular_boundary,Crack,0.02388916015625,425,NOISE_PATTERN_CANDIDATE,
seed42_edit00,470,C_elongated_ribbon,Crack,0.004169921875,75,NOISE_PATTERN_CANDIDATE,
seed42_edit00,476,C_elongated_ribbon,Crack,0.00142578125,56,NOISE_PATTERN_CANDIDATE,
seed42_edit00,478,C_elongated_ribbon,Crack,0.0003125,3,WEAK_CHANGE_CANDIDATE,
seed42_edit02,478,C_elongated_ribbon,Crack,0.0001220703125,18,WEAK_CHANGE_CANDIDATE,
seed42_edit01,481,B_diffuse_texture,Crack,0.157626953125,21,NOISE_PATTERN_CANDIDATE,
seed42_edit00,483,D_irregular_boundary,Crack,0.0426416015625,122,NOISE_PATTERN_CANDIDATE,
seed42_edit00,485,D_irregular_boundary,Crack,0.067744140625,65,NOISE_PATTERN_CANDIDATE,
seed42_edit00,486,D_irregular_boundary,Crack,0.04396728515625,211,NOISE_PATTERN_CANDIDATE,
seed42_edit01,486,C_elongated_ribbon,Crack,0.00038818359375,30,WEAK_CHANGE_CANDIDATE,
seed42_edit01,486,C_elongated_ribbon,Crack,0.00038818359375,30,NOISE_PATTERN_CANDIDATE,
seed42_edit00,487,D_irregular_boundary,Crack,0.00217529296875,24,NOISE_PATTERN_CANDIDATE,
seed42_edit01,487,D_irregular_boundary,Crack,0.01467041015625,75,NOISE_PATTERN_CANDIDATE,
seed42_edit00,49,D_irregular_boundary,corrosion,0.01913818359375,235,NOISE_PATTERN_CANDIDATE,
seed42_edit00,492,C_elongated_ribbon,Crack,0.0020458984375,83,NOISE_PATTERN_CANDIDATE,
seed42_edit00,497,C_elongated_ribbon,Crack,0.001484375,59,NOISE_PATTERN_CANDIDATE,
seed42_edit01,498,C_elongated_ribbon,Crack,0.00084716796875,23,NOISE_PATTERN_CANDIDATE,
seed42_edit00,501,D_irregular_boundary,Crack,0.03743408203125,188,NOISE_PATTERN_CANDIDATE,
seed42_edit01,501,D_irregular_boundary,Crack,0.05248779296875,87,NOISE_PATTERN_CANDIDATE,
seed42_edit00,505,D_irregular_boundary,Crack,0.0035546875,31,NOISE_PATTERN_CANDIDATE,
seed42_edit00,508,D_irregular_boundary,Crack,0.04805419921875,149,NOISE_PATTERN_CANDIDATE,
seed42_edit02,508,D_irregular_boundary,Crack,0.01471435546875,117,NOISE_PATTERN_CANDIDATE,
seed42_edit00,510,C_elongated_ribbon,Crack,0.00025390625,1,WEAK_CHANGE_CANDIDATE,
seed42_edit01,513,C_elongated_ribbon,Crack,0.00259033203125,120,NOISE_PATTERN_CANDIDATE,
seed42_edit00,518,C_elongated_ribbon,Crack,0.00346923828125,137,NOISE_PATTERN_CANDIDATE,
seed42_edit01,520,C_elongated_ribbon,Crack,0.00018798828125,25,WEAK_CHANGE_CANDIDATE,
seed42_edit01,520,C_elongated_ribbon,Crack,0.00018798828125,25,NOISE_PATTERN_CANDIDATE,
seed42_edit00,528,C_elongated_ribbon,Crack,0.0019677734375,42,NOISE_PATTERN_CANDIDATE,
seed42_edit00,53,C_elongated_ribbon,corrosion,0.00214111328125,71,NOISE_PATTERN_CANDIDATE,
seed42_edit01,53,C_elongated_ribbon,corrosion,0.00391357421875,95,NOISE_PATTERN_CANDIDATE,
seed42_edit02,53,D_irregular_boundary,corrosion,0.03222900390625,23,NOISE_PATTERN_CANDIDATE,
seed42_edit00,530,D_irregular_boundary,Crack,0.03965576171875,97,NOISE_PATTERN_CANDIDATE,
seed42_edit01,533,D_irregular_boundary,Crack,0.00084228515625,34,NOISE_PATTERN_CANDIDATE,
seed42_edit00,537,D_irregular_boundary,Crack,0.0263623046875,208,NOISE_PATTERN_CANDIDATE,
seed42_edit01,54,D_irregular_boundary,Material missing|corrosion,0.06785400390625,134,NOISE_PATTERN_CANDIDATE,
seed42_edit01,541,C_elongated_ribbon,Crack,0.00060791015625,61,NOISE_PATTERN_CANDIDATE,
seed42_edit01,544,D_irregular_boundary,Crack,0.034541015625,262,NOISE_PATTERN_CANDIDATE,
seed42_edit01,556,D_irregular_boundary,Burn,0.0380615234375,259,NOISE_PATTERN_CANDIDATE,
seed42_edit02,556,D_irregular_boundary,Burn,0.00396484375,28,NOISE_PATTERN_CANDIDATE,
seed42_edit01,558,D_irregular_boundary,Burn,0.00040771484375,23,WEAK_CHANGE_CANDIDATE,
seed42_edit01,558,D_irregular_boundary,Burn,0.00040771484375,23,NOISE_PATTERN_CANDIDATE,
seed42_edit00,559,D_irregular_boundary,Burn,0.05212158203125,38,NOISE_PATTERN_CANDIDATE,
seed42_edit01,56,C_elongated_ribbon,corrosion,0.00708984375,25,NOISE_PATTERN_CANDIDATE,
seed42_edit01,562,D_irregular_boundary,Burn,0.0242431640625,38,NOISE_PATTERN_CANDIDATE,
seed42_edit01,569,D_irregular_boundary,Burn,0.02418701171875,89,NOISE_PATTERN_CANDIDATE,
seed42_edit01,570,D_irregular_boundary,Burn,0.002822265625,31,NOISE_PATTERN_CANDIDATE,
seed42_edit02,578,C_elongated_ribbon,Burn,0.00265869140625,54,NOISE_PATTERN_CANDIDATE,
seed42_edit02,579,D_irregular_boundary,Burn,0.02,58,NOISE_PATTERN_CANDIDATE,
seed42_edit00,583,C_elongated_ribbon,Burn,0.00160888671875,26,NOISE_PATTERN_CANDIDATE,
seed42_edit00,585,D_irregular_boundary,Burn,0.013125,50,NOISE_PATTERN_CANDIDATE,
seed42_edit00,586,C_elongated_ribbon,Burn,0.00160888671875,28,NOISE_PATTERN_CANDIDATE,
seed42_edit01,588,C_elongated_ribbon,Burn,0.00026611328125,5,WEAK_CHANGE_CANDIDATE,
seed42_edit01,59,D_irregular_boundary,corrosion,0.0308642578125,222,NOISE_PATTERN_CANDIDATE,
seed42_edit00,590,D_irregular_boundary,Burn,0.0221533203125,118,NOISE_PATTERN_CANDIDATE,
seed42_edit01,590,C_elongated_ribbon,Burn,0.00017578125,1,WEAK_CHANGE_CANDIDATE,
seed42_edit00,591,C_elongated_ribbon,Burn,0.00967041015625,30,NOISE_PATTERN_CANDIDATE,
seed42_edit00,602,D_irregular_boundary,Burn,0.0375634765625,73,NOISE_PATTERN_CANDIDATE,
seed42_edit01,610,D_irregular_boundary,Burn,0.05203369140625,229,NOISE_PATTERN_CANDIDATE,
seed42_edit02,612,C_elongated_ribbon,Burn,0.007626953125,31,NOISE_PATTERN_CANDIDATE,
seed42_edit01,615,D_irregular_boundary,Burn,0.04078369140625,135,NOISE_PATTERN_CANDIDATE,
seed42_edit00,620,D_irregular_boundary,Burn,0.03975830078125,304,NOISE_PATTERN_CANDIDATE,
seed42_edit01,626,C_elongated_ribbon,Burn,0.0051220703125,63,NOISE_PATTERN_CANDIDATE,
seed42_edit02,626,C_elongated_ribbon,Burn,0.0084521484375,70,NOISE_PATTERN_CANDIDATE,
seed42_edit00,630,C_elongated_ribbon,Burn,0.00108154296875,20,NOISE_PATTERN_CANDIDATE,
seed42_edit01,632,C_elongated_ribbon,Burn,0.000390625,5,WEAK_CHANGE_CANDIDATE,
seed42_edit00,633,C_elongated_ribbon,Burn,0.005908203125,64,NOISE_PATTERN_CANDIDATE,
seed42_edit02,633,C_elongated_ribbon,Burn,0.00031494140625,1,WEAK_CHANGE_CANDIDATE,
seed42_edit00,639,D_irregular_boundary,Material missing,0.0193408203125,106,NOISE_PATTERN_CANDIDATE,
seed42_edit00,640,D_irregular_boundary,Material missing,0.04845947265625,223,NOISE_PATTERN_CANDIDATE,
seed42_edit02,641,C_elongated_ribbon,Material missing,0.000146484375,4,WEAK_CHANGE_CANDIDATE,
seed42_edit00,642,C_elongated_ribbon,Material missing,0.00349609375,51,NOISE_PATTERN_CANDIDATE,
seed42_edit02,645,C_elongated_ribbon,Material missing,0.000849609375,40,NOISE_PATTERN_CANDIDATE,
seed42_edit01,653,D_irregular_boundary,Material missing,0.0274169921875,158,NOISE_PATTERN_CANDIDATE,
seed42_edit00,654,C_elongated_ribbon,Material missing,0.004560546875,93,NOISE_PATTERN_CANDIDATE,
seed42_edit01,655,C_elongated_ribbon,Material missing,3.90625e-05,2,WEAK_CHANGE_CANDIDATE,
seed42_edit00,658,D_irregular_boundary,Material missing,0.03664794921875,111,NOISE_PATTERN_CANDIDATE,
seed42_edit01,661,D_irregular_boundary,Material missing,0.01734375,84,NOISE_PATTERN_CANDIDATE,
seed42_edit02,666,C_elongated_ribbon,Material missing,0.006103515625,66,NOISE_PATTERN_CANDIDATE,
seed42_edit00,667,C_elongated_ribbon,Material missing,0.008486328125,41,NOISE_PATTERN_CANDIDATE,
seed42_edit00,670,C_elongated_ribbon,Material missing,0.00280029296875,41,NOISE_PATTERN_CANDIDATE,
seed42_edit00,672,D_irregular_boundary,Material missing,0.03780029296875,275,NOISE_PATTERN_CANDIDATE,
seed42_edit01,672,C_elongated_ribbon,Material missing,3.90625e-05,9,WEAK_CHANGE_CANDIDATE,
seed42_edit00,675,D_irregular_boundary,Material missing,0.004013671875,22,NOISE_PATTERN_CANDIDATE,
seed42_edit00,678,C_elongated_ribbon,Material missing,0.0003173828125,11,WEAK_CHANGE_CANDIDATE,
seed42_edit01,682,D_irregular_boundary,Material missing,0.03767822265625,59,NOISE_PATTERN_CANDIDATE,
seed42_edit00,688,D_irregular_boundary,Material missing,0.05662109375,61,NOISE_PATTERN_CANDIDATE,
seed42_edit00,690,C_elongated_ribbon,Material missing,0.00049072265625,4,WEAK_CHANGE_CANDIDATE,
seed42_edit00,694,D_irregular_boundary,Material missing,0.02725830078125,157,NOISE_PATTERN_CANDIDATE,
seed42_edit00,695,C_elongated_ribbon,Material missing,0.0039111328125,57,NOISE_PATTERN_CANDIDATE,
seed42_edit01,696,C_elongated_ribbon,Material missing,7.8125e-05,19,WEAK_CHANGE_CANDIDATE,
seed42_edit00,698,C_elongated_ribbon,Material missing,0.0017626953125,56,NOISE_PATTERN_CANDIDATE,
seed42_edit00,701,D_irregular_boundary,Material missing,0.0038623046875,30,NOISE_PATTERN_CANDIDATE,
seed42_edit00,705,D_irregular_boundary,Material missing,0.0178564453125,96,NOISE_PATTERN_CANDIDATE,
seed42_edit00,72,D_irregular_boundary,Crack|corrosion,0.02212890625,38,NOISE_PATTERN_CANDIDATE,
seed42_edit00,726,D_irregular_boundary,Material missing,0.03529541015625,91,NOISE_PATTERN_CANDIDATE,
seed42_edit00,727,C_elongated_ribbon,Material missing,0.00259765625,26,NOISE_PATTERN_CANDIDATE,
seed42_edit00,732,C_elongated_ribbon,Material missing,0.0043798828125,25,NOISE_PATTERN_CANDIDATE,
seed42_edit01,732,C_elongated_ribbon,Material missing,0.00107421875,28,NOISE_PATTERN_CANDIDATE,
seed42_edit01,734,C_elongated_ribbon,Material missing,0.003671875,96,NOISE_PATTERN_CANDIDATE,
seed42_edit02,734,D_irregular_boundary,Material missing,0.00302490234375,20,NOISE_PATTERN_CANDIDATE,
seed42_edit00,735,D_irregular_boundary,Material missing,0.01465576171875,71,NOISE_PATTERN_CANDIDATE,
seed42_edit00,740,D_irregular_boundary,Material missing,0.04821533203125,275,NOISE_PATTERN_CANDIDATE,
seed42_edit00,741,D_irregular_boundary,Material missing,0.00289794921875,29,NOISE_PATTERN_CANDIDATE,
seed42_edit01,741,D_irregular_boundary,Material missing,0.02734130859375,236,NOISE_PATTERN_CANDIDATE,
seed42_edit00,742,C_elongated_ribbon,Material missing,0.00044677734375,17,WEAK_CHANGE_CANDIDATE,
seed42_edit00,745,D_irregular_boundary,Material missing,0.034384765625,81,NOISE_PATTERN_CANDIDATE,
seed42_edit02,745,C_elongated_ribbon,Material missing,0.00287353515625,42,NOISE_PATTERN_CANDIDATE,
seed42_edit00,746,C_elongated_ribbon,Material missing,0.00021728515625,5,WEAK_CHANGE_CANDIDATE,
seed42_edit00,747,C_elongated_ribbon,Material missing,0.00300537109375,29,NOISE_PATTERN_CANDIDATE,
seed42_edit02,751,D_irregular_boundary,Material missing,0.02867431640625,142,NOISE_PATTERN_CANDIDATE,
seed42_edit00,758,C_elongated_ribbon,Material missing,0.0025146484375,22,NOISE_PATTERN_CANDIDATE,
seed42_edit02,758,C_elongated_ribbon,Material missing,0.00398681640625,33,NOISE_PATTERN_CANDIDATE,
seed42_edit01,76,C_elongated_ribbon,Burn,0.0017529296875,56,NOISE_PATTERN_CANDIDATE,
seed42_edit00,761,D_irregular_boundary,Material missing,0.00141845703125,55,NOISE_PATTERN_CANDIDATE,
seed42_edit00,765,C_elongated_ribbon,Material missing,0.00114990234375,34,NOISE_PATTERN_CANDIDATE,
seed42_edit00,766,D_irregular_boundary,Material missing,0.04689208984375,239,NOISE_PATTERN_CANDIDATE,
seed42_edit00,769,D_irregular_boundary,Material missing,0.0383056640625,32,NOISE_PATTERN_CANDIDATE,
seed42_edit00,774,C_elongated_ribbon,Material missing,0.00439208984375,45,NOISE_PATTERN_CANDIDATE,
seed42_edit02,784,D_irregular_boundary,Tears,0.013798828125,142,NOISE_PATTERN_CANDIDATE,
seed42_edit01,786,D_irregular_boundary,Tears,0.04107421875,240,NOISE_PATTERN_CANDIDATE,
seed42_edit01,787,C_elongated_ribbon,Tears,0.001875,46,NOISE_PATTERN_CANDIDATE,
seed42_edit01,788,C_elongated_ribbon,Tears,0.00010498046875,8,WEAK_CHANGE_CANDIDATE,
seed42_edit02,79,D_irregular_boundary,Burn,0.0723974609375,32,NOISE_PATTERN_CANDIDATE,
seed42_edit00,790,C_elongated_ribbon,Tears,0.000439453125,2,WEAK_CHANGE_CANDIDATE,
seed42_edit00,795,D_irregular_boundary,Tears,0.02840087890625,197,NOISE_PATTERN_CANDIDATE,
seed42_edit00,797,C_elongated_ribbon,Tears,8.544921875e-05,7,WEAK_CHANGE_CANDIDATE,
seed42_edit01,797,D_irregular_boundary,Tears,0.0093798828125,86,NOISE_PATTERN_CANDIDATE,
seed42_edit01,798,D_irregular_boundary,Tears,0.0522216796875,203,NOISE_PATTERN_CANDIDATE,
seed42_edit00,800,D_irregular_boundary,Tears,0.03303466796875,127,NOISE_PATTERN_CANDIDATE,
seed42_edit00,805,D_irregular_boundary,Tears,0.04169921875,161,NOISE_PATTERN_CANDIDATE,
seed42_edit01,807,D_irregular_boundary,Tears,0.0455322265625,74,NOISE_PATTERN_CANDIDATE,
seed42_edit02,807,B_diffuse_texture,Tears,0.1627294921875,25,NOISE_PATTERN_CANDIDATE,
seed42_edit01,809,C_elongated_ribbon,Tears,0.01254150390625,28,NOISE_PATTERN_CANDIDATE,
seed42_edit02,809,D_irregular_boundary,Tears,0.04916015625,121,NOISE_PATTERN_CANDIDATE,
seed42_edit00,812,C_elongated_ribbon,Tears,0.00022216796875,21,WEAK_CHANGE_CANDIDATE,
seed42_edit00,812,C_elongated_ribbon,Tears,0.00022216796875,21,NOISE_PATTERN_CANDIDATE,
seed42_edit00,815,D_irregular_boundary,Tears,0.032412109375,253,NOISE_PATTERN_CANDIDATE,
seed42_edit01,815,D_irregular_boundary,Tears,0.003974609375,48,NOISE_PATTERN_CANDIDATE,
seed42_edit00,816,C_elongated_ribbon,Tears,0.0004296875,17,WEAK_CHANGE_CANDIDATE,
