image_stem,seed,edit_index,family,visible_change_ratio,before_change_pixels,after_change_pixels,delta_pixels,quality_filter_attempt,quality_filter_rejections_before_acceptance,acceptance_status,bbox_xyxy,bbox_aspect_ratio,attempt,morphology_variant,mask_area_ratio,relative_bbox_width,relative_bbox_height,perimeter,compactness,connected_components,largest_component_ratio,largest_component_ratio_lower_bound,skeleton_length,elongation_score,boundary_score,gray_difference_mean,gray_difference_median,gray_difference_max,rgb_difference_mean,pct_diff_ge_2,pct_diff_ge_5,pct_diff_ge_10,single_edit_total_changed_pixels,base_component_count,boundary_operation,centerline_length
101,1,0,C_crack_like_structural_evolution,0.9846153846153847,0,824,824,1,0,ACCEPTED,"[377, 348, 426, 454]",2.14,1,CENTERLINE_VARIABLE_WIDTH_CRACK,0.0015625,0.078125,0.1671875,311.0,0.08315130316260037,1,1.0,1.0,138,8.625770273105534,0.4859375,28.7006171875,32.29899999999999,48.29900000000001,28.534895833333334,100.0,98.125,93.90625,824,,,113.71113292752122
102,1,0,A_small_low_contrast,0.8672566371681416,0,300,300,1,0,ACCEPTED,"[121, 552, 147, 566]",1.8,1,V1_UNCHANGED,0.0007177734375,0.0421875,0.0234375,118.0,0.26533416838707247,1,1.0,1.0,47,1.7443771904091463,0.4013605442176871,6.2652006802721045,5.999999999999986,13.0,6.232426303854876,100.0,59.523809523809526,15.98639455782313,300,,,
102,1,1,B_diffuse_texture,0.9907579882504657,300,28839,28539,1,0,ACCEPTED,"[165, 360, 413, 543]",1.3532608695652173,1,V1_UNCHANGED,0.0675244140625,0.3890625,0.2875,2031.0,0.0842579307906053,1,1.0,1.0,1063,1.3366020008512765,0.07343264155036518,61.13272149106949,64.17699999999999,170.36599999999999,61.26073227758093,100.0,98.47422084026321,95.79868392508497,28539,,,
103,1,0,B_diffuse_texture,0.986573278710189,0,37730,37730,1,0,ACCEPTED,"[216, 354, 639, 490]",3.0948905109489053,1,V1_UNCHANGED,0.09113037109375,0.6625,0.2140625,1628.0,0.17697998324853487,1,1.0,1.0,850,2.977504513665897,0.043614541752618745,9.278183781177162,9.999999999999996,15.000000000000007,9.274868057974121,100.0,89.52768773274038,48.94580330591797,37730,,,
103,1,1,A_small_low_contrast,0.8506493506493507,37730,37992,262,1,0,ACCEPTED,"[261, 96, 281, 113]",1.1666666666666667,1,V1_UNCHANGED,0.0006396484375,0.0328125,0.028125,77.0,0.5553025975648682,1,1.0,1.0,24,1.3254974075925197,0.29389312977099236,7.160305343511451,7.0,14.0,7.1603053435114505,100.0,70.99236641221374,27.86259541984733,262,,,
103,1,2,B_diffuse_texture,0.9805339364904094,37992,79592,41600,1,0,ACCEPTED,"[53, 386, 465, 620]",1.7574468085106383,1,V1_UNCHANGED,0.1344140625,0.6453125,0.3671875,5232.0,0.025274294908309434,1,1.0,1.0,2723,1.9880582991186075,0.0950305143853531,62.179477913397264,59.648999999999994,224.2,62.39754068584714,100.0,97.05027608253415,92.02266782911944,56576,,,
104,1,0,A_small_low_contrast,0.9407894736842105,0,574,574,1,0,ACCEPTED,"[512, 344, 540, 371]",1.0357142857142858,1,V1_UNCHANGED,0.001396484375,0.0453125,0.04375,115.0,0.543513345286461,1,1.0,1.0,33,1.1942798423102168,0.20104895104895104,8.117132867132867,8.000000000000014,16.0,8.117132867132867,100.0,79.02097902097903,36.18881118881119,574,,,
104,1,1,B_diffuse_texture,0.9705597882340964,574,58672,58098,1,0,ACCEPTED,"[153, 240, 639, 419]",2.7055555555555557,1,V1_UNCHANGED,0.1396435546875,0.7609375,0.28125,5234.0,0.026237549493053194,11,0.9995804049092626,0.9995804049092626,3044,2.4955724674242368,0.09150669603832302,70.40039356271198,66.84100000000001,207.96499999999997,71.41539331212047,100.0,95.73411657750272,89.53459911185706,58676,,,
104,1,2,B_diffuse_texture,0.9816882612294542,58672,110197,51525,1,0,ACCEPTED,"[4, 294, 473, 533]",1.9583333333333333,1,V1_UNCHANGED,0.14187744140625,0.734375,0.375,2046.0,0.17445037249618847,2,0.9998107136096914,0.9998107136096914,1041,2.0122674105280187,0.03520726859738785,9.221588009567567,9.999999999999972,16.000000000000014,9.154968194150477,100.0,88.71336878151187,48.86170048009912,58468,,,
105,1,0,A_small_low_contrast,0.8684701492537313,0,931,931,1,0,ACCEPTED,"[398, 51, 433, 86]",1.0,1,V1_UNCHANGED,0.00227294921875,0.05625,0.05625,187.0,0.33456178449393437,2,0.9097744360902256,0.9097744360902256,85,1.0894771843283582,0.200859291084855,6.179688506981743,6.0,12.000000000000014,6.176154672395274,100.0,69.81740064446831,11.385606874328678,931,,,
105,1,1,C_crack_like_structural_evolution,1.0,931,2375,1444,1,0,ACCEPTED,"[260, 126, 321, 267]",2.2903225806451615,1,CENTERLINE_VARIABLE_WIDTH_CRACK,0.00286376953125,0.096875,0.221875,438.0,0.07683509899002997,1,1.0,1.0,184,6.691268557730742,0.3734015345268542,31.75411594202898,35.11399999999999,49.58700000000002,31.7871554418869,100.0,100.0,97.18670076726342,1444,,,156.70207575592144
105,1,2,B_diffuse_texture,0.9795882763433357,2375,30595,28220,1,0,ACCEPTED,"[209, 340, 505, 493]",1.9285714285714286,1,V1_UNCHANGED,0.06854248046875,0.4640625,0.240625,1230.0,0.2331950922057861,1,1.0,1.0,578,2.0837964412001706,0.04381121994657168,8.882760605520927,9.0,16.000000000000014,8.87593944790739,100.0,86.18343722172752,45.032947462154944,28220,,,
1,0,0,B_diffuse_texture,0.9865721266004152,0,53953,53953,1,0,ACCEPTED,"[62, 99, 467, 312]",1.897196261682243,1,V1_UNCHANGED,0.131123046875,0.634375,0.334375,1838.0,0.1997826779107733,1,1.0,1.0,876,1.9767193527580647,0.034222089819021376,9.077429060847546,9.000000000000002,16.000000000000014,9.069790968446663,100.0,88.28479928502271,46.3878751768824,53953,,,
1,0,1,B_diffuse_texture,0.9820009277872275,53953,86361,32408,1,0,ACCEPTED,"[71, 291, 516, 409]",3.7478991596638656,1,V1_UNCHANGED,0.07752197265625,0.696875,0.1859375,2733.0,0.05342141214749446,2,0.9999685069127326,0.9999685069127326,1482,3.3466983881273284,0.08607060750165339,53.32478231978081,55.271,157.24299999999997,53.666215265749166,100.0,96.65228482348125,90.82921298774919,32802,,,
1,0,2,B_diffuse_texture,0.9708591113610798,86361,140611,54250,1,0,ACCEPTED,"[148, 382, 532, 594]",1.807511737089202,1,V1_UNCHANGED,0.1348583984375,0.6015625,0.3328125,1857.0,0.20129083538598713,2,0.9999818965205113,0.9999818965205113,901,1.7776013697068263,0.03361816141062312,8.987839476447373,9.0,16.99999999999997,8.985185319285034,100.0,88.36127303667764,43.669213222781416,55240,,,
100,0,0,B_diffuse_texture,0.9769000272405339,0,37148,37148,1,0,ACCEPTED,"[70, 484, 542, 621]",3.427536231884058,1,V1_UNCHANGED,0.0875537109375,0.7390625,0.215625,3904.0,0.029568190817067918,3,0.9999163459929731,0.9999163459929731,2084,3.3757055676372656,0.10886174781105348,61.33323398025765,72.58499999999998,117.228,63.62198613202461,100.0,95.7726841782388,86.33372371869946,37148,,,
100,0,1,D_boundary_evolution,1.0,37148,40463,3315,1,0,ACCEPTED,"[17, 387, 200, 459]",2.5205479452054793,1,SYNTHETIC_SEED_CONTOUR_DEFORMATION_EROSION,0.00622802734375,0.2875,0.1140625,1048.0,0.0291875577592636,1,1.0,1.0,546,2.2984476684394934,0.41081928655429245,37.83398941591532,40.29900000000001,52.299,37.13889977786489,100.0,100.0,97.72638181105448,3315,1,erosion,
1001,0,0,D_boundary_evolution,1.0,0,3932,3932,2,1,ACCEPTED,"[16, 372, 198, 463]",1.9891304347826086,2,SYNTHETIC_SEED_CONTOUR_DEFORMATION_DILATION,0.0076513671875,0.2859375,0.14375,1179.0,0.028332261786092387,1,1.0,1.0,574,2.117363949718514,0.37619655392469686,34.37465347798341,38.99999999999999,72.413,34.38406721974048,100.0,99.90427568602425,96.55392469687301,3932,1,dilation,
1001,0,1,C_crack_like_structural_evolution,1.0,3932,4921,989,1,0,ACCEPTED,"[42, 145, 152, 178]",3.264705882352941,1,CENTERLINE_VARIABLE_WIDTH_CRACK,0.00186279296875,0.1734375,0.053125,316.0,0.09601967612117498,1,1.0,1.0,135,4.893481438784307,0.41415465268676277,34.01772346002621,38.29900000000001,43.0,34.00524246395806,100.0,100.0,100.0,989,,,115.95218321667356
1001,0,2,C_crack_like_structural_evolution,1.0,4921,6392,1471,1,0,ACCEPTED,"[304, 210, 486, 345]",1.3455882352941178,1,CENTERLINE_VARIABLE_WIDTH_CRACK,0.00251708984375,0.2859375,0.2125,638.0,0.0318293061767384,1,1.0,1.0,294,5.68683157309127,0.6188166828322017,36.532727449078564,40.0,50.999999999999986,36.526996443582284,100.0,100.0,100.0,1471,,,243.66530217682953
1003,0,0,C_crack_like_structural_evolution,1.0,0,874,874,1,0,ACCEPTED,"[180, 27, 215, 171]",4.027777777777778,1,CENTERLINE_VARIABLE_WIDTH_CRACK,0.00156005859375,0.05625,0.2265625,410.0,0.047768654506695485,1,1.0,1.0,194,6.709846694032026,0.6416275430359938,21.836215962441308,23.999999999999986,29.000000000000014,21.837245696400625,100.0,100.0,82.31611893583725,874,,,156.7042491685652
1003,0,1,A_small_low_contrast,0.8502202643171806,874,1260,386,1,0,ACCEPTED,"[131, 592, 155, 613]",1.1363636363636365,1,V1_UNCHANGED,0.0009423828125,0.0390625,0.034375,89.0,0.6123745811315037,1,1.0,1.0,18,1.2007543016805802,0.23056994818652848,7.875647668393773,7.999999999999986,14.999999999999986,7.875647668393782,100.0,72.02072538860104,35.233160621761655,386,,,
1004,0,0,C_crack_like_structural_evolution,1.0,0,1474,1474,1,0,ACCEPTED,"[443, 111, 543, 242]",1.306930693069307,1,CENTERLINE_VARIABLE_WIDTH_CRACK,0.002890625,0.1578125,0.20625,462.0,0.06970719630161194,1,1.0,1.0,195,4.914220680916527,0.3902027027027027,34.36259797297297,39.0,41.00000000000001,34.36036036036036,100.0,100.0,99.91554054054053,1474,,,168.28389184304177
1004,0,1,B_diffuse_texture,0.9556749965098422,1474,15176,13702,1,0,ACCEPTED,"[120, 426, 341, 534]",2.036697247706422,1,V1_UNCHANGED,0.03342529296875,0.346875,0.1703125,811.0,0.26157927157744915,1,1.0,1.0,333,1.9760958429539726,0.05923599444890804,9.688773646921335,10.0,17.0,9.688773646921335,100.0,86.96223796654736,55.21145277919801,13702,,,
